Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Kaikki yhteensä,"","6,7","",""
"","","","",""
Audi,Q5,"0,2","",""
Audi,A4,"1,7","",""
Toyota,LAND CRUISER,"1,8","",""
Nissan,JUKE,"1,8","",""
Toyota,AURIS,"2,1","",""
Audi,A5,"2,4","",""
Toyota,COROLLA,"2,4","",""
Suzuki,ALTO,"2,5","",""
Mazda,3,"2,6","",""
Volvo,S60,"2,7","",""
Skoda,ROOMSTER,"2,7","",""
Audi,A1,"2,8","",""
Volkswagen,TIGUAN,"2,9",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Volvo,XC60,"2,9","",""
Toyota,AVENSIS,"2,9","",""
Seat,EXEO,"3,0","",""
Toyota,AYGO,"3,2","",""
Honda,CR-V,"3,2",Käyttöjarru,Jousitus ja iskunvaimennus
Toyota,VERSO,"3,2",Renkaat ja vanteet,Käyttöjarru
Toyota,YARIS,"3,3","",""
Nissan,MICRA,"3,3","",""
Toyota,PRIUS,"3,3","",""
Toyota,URBAN CRUISER,"3,4",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Lexus,RX450H,"3,5","",""
Volvo,C30,"3,5","",""
Mitsubishi,MITSUBISHI ASX,"3,5","",""
Volvo,S80,"3,7","",""
Honda,ACCORD,"3,7","",""
Audi,A3,"3,8",Renkaat ja vanteet,Bensiinimoottorin pakokaasumittaus
Volvo,V60,"3,8","",""
Skoda,OCTAVIA,"3,8","",""
Ford,FOCUS C-MAX,"3,8","",""
Audi,Q7,"3,9","",""
Honda,JAZZ,"4,0","",""
Audi,A6,"4,0",Renkaat ja vanteet,Käyttöjarru
Skoda,YETI,"4,0",Jousitus ja iskunvaimennus,Käyttöjarru
Volvo,C70,"4,0","",""
Mitsubishi,LANCER,"4,1","",""
Skoda,FABIA,"4,2","",""
Opel,MERIVA,"4,3","",""
Ford,FUSION,"4,4","",""
Mazda,6,"4,4",Etuakselisto,Käyttöjarru
Seat,LEON,"4,5","",""
Nissan,X-TRAIL,"4,6","",""
Seat,IBIZA,"4,6","",""
Mini,COOPER/ ONE,"4,6","",""
Volvo,V50,"4,7",Renkaat ja vanteet,Jousitus ja iskunvaimennus
Volvo,S40,"4,8",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Volkswagen,JETTA,"4,9",Käyttöjarru,Jousitus ja iskunvaimennus
BMW,X5,"5,0","",""
Volkswagen,POLO,"5,0",Käyttöjarru,Jousitus ja iskunvaimennus
Opel,INSIGNIA,"5,0",Renkaat ja vanteet,Käyttöjarru
Volkswagen,PASSAT,"5,0",Renkaat ja vanteet,Jousitus ja iskunvaimennus
Mercedes-Benz,C,"5,0",Seisontajarrun dynamometritesti,Käyttöjarru
Mazda,2,"5,1",Ohjausnivelet ja -tangot,Etuakselisto
Skoda,SUPERB,"5,1",Renkaat ja vanteet,Jousitus ja iskunvaimennus
Nissan,TIIDA,"5,1",Etuakselisto,Jousitus ja iskunvaimennus
Citroen,C1,"5,2",Käyttöjarru,Renkaat ja vanteet
Honda,CIVIC,"5,2",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,SCIROCCO,"5,3","",""
Volkswagen,GOLF,"5,4",Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
Ford,FOCUS,"5,6",Jousitus ja iskunvaimennus,Etuakselisto
BMW,1,"5,8",Taka-akselisto,Renkaat ja vanteet
Seat,ALTEA,"6,2","",""
Nissan,QASHQAI,"6,2",Seisontajarrun dynamometritesti,Käyttöjarru
Mitsubishi,COLT,"6,3","",""
Seat,EXEO ST,"6,3","",""
Honda,INSIGHT,"6,3","",""
Subaru,LEGACY,"6,4",Taka-akselisto,Käyttöjarru
Volvo,V70,"6,4",Käyttöjarru,Ohjausnivelet ja -tangot
Kia,VENGA,"6,7",Käyttöjarru,Jousitus ja iskunvaimennus
BMW,3,"6,8",Taka-akselisto,Etuakselisto
Hyundai,I20,"6,9",Käyttöjarrun dynamometritesti,Käyttöjarru
Toyota,RAV4,"7,2",Jousitus ja iskunvaimennus,Käyttöjarru
Ford,KUGA,"7,2",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
Subaru,FORESTER,"7,4",Taka-akselisto,Käyttöjarru
Mercedes-Benz,B,"7,4",Jousitus ja iskunvaimennus,Käyttöjarru
Volkswagen,TOURAN,"7,5",Jousitus ja iskunvaimennus,Käyttöjarru
Mercedes-Benz,A,"7,6",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Chevrolet,SPARK,"7,7","",""
Mitsubishi,OUTLANDER,"7,7","",""
Ford,MONDEO,"7,8",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Saab,9-5,"7,8","",""
Mercedes-Benz,E,"7,8",Seisontajarrun dynamometritesti,Renkaat ja vanteet
Smart,FORTWO,"8,1","",""
Dacia,DUSTER,"8,1","",""
Opel,ZAFIRA,"8,4","",""
Kia,CEED,"8,6",Dieselmoottorin pakokaasumittaus,Seisontajarrun dynamometritesti
Fiat,LINEA,"8,7","",""
Peugeot,207,"8,8",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Opel,CORSA,"8,9",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,AVEO,"9,0","",""
Nissan,NOTE,"9,1",Etuakselisto,Jousitus ja iskunvaimennus
Renault,MEGANE,"9,4",Etuakselisto,Käyttöjarru
Ford,S-MAX,"9,5",Käyttöjarru,Ohjausnivelet ja -tangot
Kia,SOUL,"10,0","",""
Alfa Romeo,159,"10,1","",""
Citroen,C3,"10,2",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,206,"10,3",Ohjausnivelet ja -tangot,Käyttöjarru
Peugeot,407,"10,4",Etuakselisto,Jarruvalo
Citroen,BERLINGO,"10,5",Etuakselisto,Dieselmoottorin pakokaasumittaus
Hyundai,I 30,"10,5",Seisontajarrun dynamometritesti,Dieselmoottorin pakokaasumittaus
Mercedes-Benz,GLK,"10,9",Etuakselisto,Jousitus ja iskunvaimennus
Ford,GALAXY,"11,0","",""
Chevrolet,CRUZE,"11,2",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Hyundai,SONATA,"11,3",Käyttöjarru,Seisontajarrun dynamometritesti
Saab,9-3,"11,4","",""
Fiat,PUNTO,"11,5",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Volkswagen,CADDY,"11,5",Renkaat ja vanteet,Seisontajarrun dynamometritesti
Volkswagen,CARAVELLE,"11,6",Ohjausnivelet ja -tangot,Käyttöjarru
Mazda,5,"11,9",Jousitus ja iskunvaimennus,Etuakselisto
Ford,FIESTA,"12,1",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Fiat,BRAVO,"12,3","",""
Suzuki,SX4,"12,9",Jousitus ja iskunvaimennus,Taka-akselisto
Citroen,C4 PICASSO,"12,9",Etuakselisto,Käyttöjarru
BMW,5,"13,1",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,DS3,"13,7",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,C4,"13,7",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,308,"14,5",Etuakselisto,Käyttöjarru
Hyundai,IX35,"15,2",Jousitus ja iskunvaimennus,Käyttöjarru
Peugeot,5008,"16,9",Etuakselisto,Renkaat ja vanteet
Kia,SORENTO,"17,0",Seisontajarrun dynamometritesti,Etuakselisto
