Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
BMW,5,"15,08",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Subaru,FORESTER,"15,47",Taka-akselisto,Käyttöjarru
Opel,VECTRA,"15,52",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Peugeot,3008,"16,16",Etuakselisto,Käyttöjarru
Citroen,C4,"17,02",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,SONATA,"19,03",Käyttöjarru,Etuakselisto
Ford,TRANSIT,"20,00",Etuakselisto,Ohjausnivelet ja -tangot
Renault,CLIO,"22,16",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,NUBIRA,"25,48",Seisontajarrun dynamometritesti,Renkaat ja vanteet
Dodge,JOURNEY,"33,14",Ohjausnivelet ja -tangot,Käyttöjarru
