Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Volkswagen,GOLF,"33,1",Etuakselisto,Käyttöjarru
Mitsubishi,SPACE STAR,"33,3",Käyttöjarru,Bensiinimoottorin pakokaasumittaus
Land Rover,FREELANDER,"33,6",Käyttöjarru,Bensiinimoottorin pakokaasumittaus
Saab,9-3,"33,7",Seisontajarrun dynamometritesti,Etuakselisto
Peugeot,306,"34,3",Etuakselisto,Ohjausnivelet ja -tangot
Honda,ACCORD,"34,5",Seisontajarrun dynamometritesti,Käyttöjarru
Chrysler,SEBRING,"34,7",Ohjausnivelet ja -tangot,Etuakselisto
Volvo,S80,"35,0",Etuakselisto,Seisontajarrun dynamometritesti
Audi,A3,"35,1",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,POLO,"35,3",Etuakselisto,Seisontajarrun dynamometritesti
Renault,MEGANE,"35,5",Etuakselisto,Käyttöjarru
Renault,TWINGO,"35,7",Käyttöjarrun dynamometritesti,Käyttöjarru
Volvo,S60,"35,8",Etuakselisto,Käyttöjarru
Volkswagen,BORA,"36,5",Etuakselisto,Käyttöjarru
Ford,FOCUS,"36,6",Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
Ford,KA,"36,6",Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus
Seat,TOLEDO,"37,0",Ohjausnivelet ja -tangot,Käyttöjarru
BMW,X5,"37,1",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Mercedes-Benz,A,"37,1",Jousitus ja iskunvaimennus,Käyttöjarru
Mitsubishi,CARISMA,"37,9",Käyttöjarru,Etuakselisto
Volvo,S40,"37,9",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Renault,CLIO,"38,1",Etuakselisto,Ohjausnivelet ja -tangot
Mazda,2,"38,4",Alustan kotelot ja pohjalevy,Käyttöjarru
Citroen,BERLINGO,"38,4",Etuakselisto,Ohjausnivelet ja -tangot
BMW,3,"38,6",Etuakselisto,Seisontajarrun dynamometritesti
Ford,GALAXY,"38,6",Seisontajarrun dynamometritesti,Käyttöjarru
Volvo,V70,"38,8",Etuakselisto,Käyttöjarru
Audi,A6,"39,0",Etuakselisto,Käyttöjarru
Peugeot,307,"39,4",Etuakselisto,Käyttöjarru
Peugeot,PARTNER,"39,5",Etuakselisto,Seisontajarrun dynamometritesti
Skoda,OCTAVIA,"39,6",Etuakselisto,Ohjausnivelet ja -tangot
Mitsubishi,PAJERO,"40,2",Etuakselisto,Käyttöjarrun dynamometritesti
Opel,OMEGA,"40,3",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Seat,LEON,"40,6",Käyttöjarru,Ohjausnivelet ja -tangot
Seat,CORDOBA,"41,2",Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
Volvo,V40,"41,3",Käyttöjarru,Seisontajarrun dynamometritesti
Peugeot,607,"41,4",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,PASSAT,"41,5",Etuakselisto,Käyttöjarru
Fiat,PUNTO,"41,5",Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD)
BMW,5,"41,6",Etuakselisto,Seisontajarrun dynamometritesti
Opel,ZAFIRA,"41,8",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,C,"42,1",Etuakselisto,Jousitus ja iskunvaimennus
Skoda,FABIA,"42,3",Seisontajarrun dynamometritesti,Etuakselisto
Citroen,XSARA,"42,5",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Opel,VECTRA,"42,6",Taka-akselisto,Käyttöjarru
Nissan,PRIMERA,"43,1",Etuakselisto,Alustan kotelot ja pohjalevy
Chrysler,NEON,"44,0",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,206,"44,3",Etuakselisto,Käyttöjarru
Seat,IBIZA,"44,6",Etuakselisto,Bensiinimoottorin pakokaasumittaus
Fiat,BRAVA,"44,7",Käyttöjarru,Etuakselisto
Chrysler,VOYAGER,"45,4",Seisontajarrun dynamometritesti,Käyttöjarru
Mercedes-Benz,M,"45,7",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,E,"45,9",Etuakselisto,Jousitus ja iskunvaimennus
Ford,MONDEO,"46,5",Seisontajarrun dynamometritesti,Käyttöjarru
Mercedes-Benz,B,"48,3","",""
Citroen,C5,"49,1",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Chrysler,PT CRUISER,"50,6",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,BRAVO,"52,3",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Alfa Romeo,147,"52,3",Etuakselisto,Alustan kotelot ja pohjalevy
Fiat,MAREA,"52,4",Etuakselisto,Bensiinimoottorin pakokaasumittaus
Peugeot,406,"52,5",Taka-akselisto,Etuakselisto
Chevrolet,TRANS SPORT,"52,5",Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD)
Alfa Romeo,156,"53,2",Etuakselisto,Alustan kotelot ja pohjalevy
Citroen,XSARA PICASSO,"54,6",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
