Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Mitsubishi,PAJERO,"15,20","",""
Volvo,V70,"15,21",Käyttöjarru,Ohjausnivelet ja -tangot
Volkswagen,CARAVELLE,"15,32","",""
Citroen,C4 PICASSO,"15,45",Etuakselisto,Käyttöjarru
Nissan,NOTE,"15,57",Etuakselisto,Jousitus ja iskunvaimennus
Ford,FOCUS,"15,66",Etuakselisto,Jousitus ja iskunvaimennus
Seat,IBIZA,"15,72",Etuakselisto,Seisontajarrun dynamometritesti
Kia,CEED,"15,99",Käyttöjarru,Käyttöjarrun dynamometritesti
Ford,MONDEO,"16,13",Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
Hyundai,I 30,"16,35","",""
BMW,X3,"16,49",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Kia,MAGENTIS,"16,99",Käyttöjarru,Seisontajarrun dynamometritesti
Hyundai,TUCSON,"17,05",Käyttöjarru,Jousitus ja iskunvaimennus
Mercedes-Benz,M,"17,20",Käyttöjarru,Jousitus ja iskunvaimennus
Opel,VECTRA,"17,59",Jousitus ja iskunvaimennus,Etuakselisto
Opel,ASTRA,"17,62",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Kia,SPORTAGE,"17,68",Käyttöjarru,Etuakselisto
Jeep,CHEROKEE,"17,75",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
BMW,5,"17,99",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C3,"18,01",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Fiat,PUNTO,"18,76",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Mercedes-Benz,C,"18,79",Etuakselisto,Käyttöjarru
Nissan,MICRA,"18,93",Ohjausnivelet ja -tangot,Etuakselisto
Kia,SORENTO,"19,01",Etuakselisto,Seisontajarrun dynamometritesti
Citroen,BERLINGO,"19,42",Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
Chevrolet,KALOS,"19,44",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,CLS,"19,64",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Jaguar,X-TYPE,"20,13",Taka-akselisto,Dieselmoottorin pakokaasumittaus
Ford,TOURNEO,"20,16","",""
Nissan,PRIMERA,"20,26",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,207,"20,51",Etuakselisto,Jarruvalo
Kia,CARENS,"20,54",Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
Fiat,ALBEA,"20,57",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,307,"20,87",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,SONATA,"21,09",Seisontajarrun dynamometritesti,Käyttöjarru
Dodge,AVENGER,"21,21",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C4,"21,23",Ohjausnivelet ja -tangot,Etuakselisto
Mitsubishi,GRANDIS,"21,49","",""
Volvo,XC90,"21,50",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Citroen,C5,"21,67",Etuakselisto,Ohjausnivelet ja -tangot
Opel,ZAFIRA,"22,46",Taka-akselisto,Ohjausnivelet ja -tangot
Nissan,TIIDA,"22,82",Etuakselisto,Käyttöjarru
Volkswagen,TRANSPORTER,"22,83",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Chevrolet,NUBIRA,"23,25",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Chevrolet,CAPTIVA,"23,90",Etuakselisto,Käyttöjarru
Mazda,CX-7,"24,03",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,SANTA FE,"24,14",Etuakselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,E,"24,15",Etuakselisto,Ohjausnivelet ja -tangot
Mazda,5,"25,11",Jousitus ja iskunvaimennus,Etuakselisto
Chrysler,SEBRING,"25,31",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Chrysler,VOYAGER,"25,54",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Dodge,NITRO,"26,67",Seisontajarrun dynamometritesti,Etuakselisto
Chevrolet,EPICA,"27,13",Seisontajarrun dynamometritesti,Taka-akselisto
Kia,CARNIVAL,"27,15",Taka-akselisto,Käyttöjarrun dynamometritesti
Fiat,BRAVO,"27,36","",""
Renault,MEGANE,"27,43",Etuakselisto,Ohjausnivelet ja -tangot
Renault,CLIO,"27,61",Ohjausnivelet ja -tangot,Etuakselisto
Alfa Romeo,159,"27,63",Etuakselisto,Jousitus ja iskunvaimennus
Fiat,STILO,"28,77",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Fiat,CROMA,"28,99",Jousitus ja iskunvaimennus,Taka-akselisto
Renault,LAGUNA,"30,94",Etuakselisto,Ohjausnivelet ja -tangot
Jeep,PATRIOT,"32,41",Taka-akselisto,Etuakselisto
Nissan,PATHFINDER,"32,53",Taka-akselisto,Etuakselisto
Chrysler,300,"38,11",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Jeep,COMPASS,"42,41",Taka-akselisto,Etuakselisto
