Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Volkswagen,GOLF,"13,11",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Audi,A3,"13,23",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Mazda,2,"13,61","",""
Ford,MAVERICK,"13,90",Käyttöjarru,Etuakselisto
Volvo,S40,"14,33",Jousitus ja iskunvaimennus,Etuakselisto
Smart,FORFOUR,"15,12",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Kia,RIO,"15,32",Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Skoda,SUPERB,"15,32",Etuakselisto,Käyttöjarru
Mazda,6,"15,39",Käyttöjarrun dynamometritesti,Käyttöjarru
Volkswagen,PASSAT,"15,96",Etuakselisto,Käyttöjarru
Suzuki,SWIFT,"16,54",Etuakselisto,Käyttöjarrun dynamometritesti
Kia,LD,"16,70",Seisontajarrun dynamometritesti,Tuulilasi ja puhdistuslaitteet
Mercedes-Benz,A,"16,73",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Volvo,C70,"16,81",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,SLK,"17,05",Jousitus ja iskunvaimennus,Etuakselisto
Honda,FR-V,"17,09",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Mercedes-Benz,B,"17,52",Jousitus ja iskunvaimennus,Etuakselisto
Saab,9-5,"17,57",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Volvo,S60,"17,87",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,PUNTO,"18,13",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Volkswagen,POLO,"18,21",Etuakselisto,Käyttöjarru
Mini,COOPER/ ONE,"18,22",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Ford,FOCUS,"18,49",Jousitus ja iskunvaimennus,Etuakselisto
Volvo,S80,"18,58",Ohjausnivelet ja -tangot,Etuakselisto
Ford,MONDEO,"18,63",Käyttöjarru,Jousitus ja iskunvaimennus
Kia,CERATO,"19,07",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Hyundai,ACCENT,"19,23",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Opel,CORSA,"19,23",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Skoda,OCTAVIA,"19,27",Käyttöjarru,Etuakselisto
Seat,LEON,"19,48",Seisontajarrun dynamometritesti,Käyttöjarru
Hyundai,ELANTRA,"19,50",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Opel,MERIVA,"19,52",Ohjausnivelet ja -tangot,Käyttöjarru
Volkswagen,CADDY,"19,56",Käyttöjarru,Jousitus ja iskunvaimennus
Volvo,V50,"19,90",Jousitus ja iskunvaimennus,Etuakselisto
Volvo,V70,"19,92",Ohjausnivelet ja -tangot,Etuakselisto
Citroen,C3,"20,17",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Jeep,CHEROKEE,"20,18",Seisontajarrun dynamometritesti,Etuakselisto
Land Rover,DISCOVERY 3,"20,23",Taka-akselisto,Ohjausnivelet ja -tangot
Ford,FOCUS C-MAX,"20,28",Jousitus ja iskunvaimennus,Etuakselisto
Kia,PICANTO,"20,45",Käyttöjarru,Seisontajarrun dynamometritesti
Hyundai,SONATA,"20,48",Käyttöjarru,Jousitus ja iskunvaimennus
Chevrolet,KALOS,"21,00",Etuakselisto,Käyttöjarrun dynamometritesti
Chevrolet,MATIZ,"21,16",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Jaguar,X-TYPE,"21,18",Taka-akselisto,Käyttöjarru
Nissan,X-TRAIL,"21,23",Ohjausnivelet ja -tangot,Käyttöjarru
Mazda,3,"21,32",Etuakselisto,Jousitus ja iskunvaimennus
Seat,TOLEDO,"21,37",Käyttöjarru,Jousitus ja iskunvaimennus
Ford,KA,"21,43","",""
Hyundai,TUCSON,"22,17",Etuakselisto,Jousitus ja iskunvaimennus
Seat,ALTEA,"22,19",Käyttöjarru,Jousitus ja iskunvaimennus
Citroen,XSARA PICASSO,"22,29",Ohjausnivelet ja -tangot,Etuakselisto
BMW,5,"22,33",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C2,"22,57",Etuakselisto,Käyttöjarrun dynamometritesti
Mitsubishi,OUTLANDER,"22,73",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,607,"22,77",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Peugeot,PARTNER,"22,77","",""
Mitsubishi,GRANDIS,"22,82",Ohjausnivelet ja -tangot,Käyttöjarru
Saab,9-3,"22,86",Taka-akselisto,Jousitus ja iskunvaimennus
Renault,CLIO,"22,95",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Kia,SORENTO,"23,05",Seisontajarrun dynamometritesti,Käyttöjarru
Skoda,FABIA,"23,20",Etuakselisto,Käyttöjarru
Kia,MAGENTIS,"23,31",Käyttöjarru,Käyttöjarrun dynamometritesti
Nissan,MICRA,"23,67",Ohjausnivelet ja -tangot,Etuakselisto
Nissan,PRIMERA,"24,15",Etuakselisto,Ohjausnivelet ja -tangot
Volkswagen,TOURAN,"24,30",Käyttöjarru,Etuakselisto
Opel,ASTRA,"24,52",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
BMW,3,"24,67",Käyttöjarru,Taka-akselisto
Hyundai,SANTA FE,"24,73",Etuakselisto,Käyttöjarru
Mercedes-Benz,CLS,"24,82",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Volvo,XC90,"24,92",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Volkswagen,TRANSPORTER,"25,00",Käyttöjarru,Etuakselisto
Fiat,PANDA,"25,51",Etuakselisto,Jousitus ja iskunvaimennus
Chevrolet,LACETTI,"25,74",Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
Peugeot,206,"25,91",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Kia,SPORTAGE,"26,04",Etuakselisto,Käyttöjarru
Citroen,BERLINGO,"26,05",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,307,"26,13",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,TOURNEO,"26,28",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
BMW,X5,"26,30",Etuakselisto,Käyttöjarru
Jaguar,S-TYPE,"26,67",Käyttöjarru,Taka-akselisto
Citroen,XSARA,"26,91",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Mercedes-Benz,E,"27,03",Etuakselisto,Ohjausnivelet ja -tangot
Hyundai,MATRIX,"27,05",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Chevrolet,EVANDA,"27,69",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Opel,ZAFIRA,"27,73",Etuakselisto,Jousitus ja iskunvaimennus
Chevrolet,NUBIRA,"27,75",Seisontajarrun dynamometritesti,Etuakselisto
Lada-Vaz,112,"27,86",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Citroen,C4,"28,74",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C5,"29,20",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,NEON,"29,49",Etuakselisto,Ohjausnivelet ja -tangot
Mitsubishi,LANCER,"30,08",Ohjausnivelet ja -tangot,Taka-akselisto
Peugeot,407,"30,19",Etuakselisto,Käyttöjarru
Mercedes-Benz,M,"30,67",Käyttöjarru,Seisontajarrun dynamometritesti
Chrysler,VOYAGER,"31,68",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Mercedes-Benz,CLK,"31,78",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Renault,MEGANE,"32,17",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,SEBRING,"32,18",Ohjausnivelet ja -tangot,Etuakselisto
Seat,IBIZA,"32,80",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Renault,MODUS,"33,33",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Mazda,5,"33,77",Etuakselisto,Jousitus ja iskunvaimennus
Fiat,STILO,"34,48",Etuakselisto,Jousitus ja iskunvaimennus
Opel,VECTRA,"34,59",Jousitus ja iskunvaimennus,Taka-akselisto
Mercedes-Benz,C,"35,11",Etuakselisto,Jousitus ja iskunvaimennus
Kia,CARNIVAL,"35,19",Seisontajarrun dynamometritesti,Etuakselisto
Nissan,PATHFINDER,"35,21",Taka-akselisto,Etuakselisto
Alfa Romeo,147,"36,30",Etuakselisto,Käyttöjarru
Lada-Vaz,111,"37,39",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Hyundai,TRAJET,"37,58",Etuakselisto,Jousitus ja iskunvaimennus
Renault,ESPACE,"37,90",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,300,"37,99",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Peugeot,807,"39,57",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Alfa Romeo,156,"41,14",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,PT CRUISER,"41,33",Ohjausnivelet ja -tangot,Etuakselisto
