Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Seat,LEON,"35,80",Käyttöjarru,Ohjausnivelet ja -tangot
Volvo,V70,"35,87",Etuakselisto,Käyttöjarru
Chrysler,NEON,"36,16",Etuakselisto,Ohjausnivelet ja -tangot
Volkswagen,PASSAT,"36,30",Etuakselisto,Käyttöjarru
BMW,5,"36,48",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Volvo,V40,"36,72",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Chrysler,PT CRUISER,"37,23",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"37,35",Seisontajarrun dynamometritesti,Käyttöjarru
Mercedes-Benz,C,"37,74",Etuakselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,B,"38,02","",""
Opel,ZAFIRA,"38,06",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Citroen,XSARA,"38,20",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,607,"38,28",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Opel,VECTRA,"38,42",Taka-akselisto,Jousitus ja iskunvaimennus
Fiat,BRAVO,"39,05",Käyttöjarru,Ohjausnivelet ja -tangot
Skoda,FABIA,"39,56",Käyttöjarru,Etuakselisto
Seat,CORDOBA,"39,57",Etuakselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,M,"39,66",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,206,"39,76",Etuakselisto,Käyttöjarru
BMW,3,"40,06",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Fiat,BRAVA,"40,47",Käyttöjarru,Ohjausnivelet ja -tangot
Mercedes-Benz,E,"40,59",Jousitus ja iskunvaimennus,Etuakselisto
Seat,TOLEDO,"40,65",Käyttöjarru,Ohjausnivelet ja -tangot
Peugeot,PARTNER,"41,51",Etuakselisto,Ohjausnivelet ja -tangot
Ford,MONDEO,"42,24",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Alfa Romeo,156,"43,19",Etuakselisto,Alustan kotelot ja pohjalevy
Chevrolet,TRANS SPORT,"44,32",Sisäinen valvontajärjestelmä (OBD),Alustan kotelot ja pohjalevy
Citroen,C5,"44,71",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Alfa Romeo,147,"44,74",Etuakselisto,Turvavyöt ja -varusteet
Citroen,XSARA PICASSO,"46,37",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Peugeot,406,"47,81",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Fiat,MAREA,"50,88",Etuakselisto,Käyttöjarru
Renault,LAGUNA,"52,20",Etuakselisto,Ohjausnivelet ja -tangot
