Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Mercedes-Benz,CLK,"22,39",Etuakselisto,Ohjausnivelet ja -tangot
Opel,CORSA,"22,48",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Volkswagen,TOURAN,"22,56",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Jaguar,X-TYPE,"22,79",Taka-akselisto,Seisontajarrun dynamometritesti
Saab,9-3,"22,91",Taka-akselisto,Jousitus ja iskunvaimennus
BMW,5,"23,22",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Ford,GALAXY,"23,44",Käyttöjarru,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"24,31",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Peugeot,PARTNER,"24,38",Etuakselisto,Ohjausnivelet ja -tangot
Lada-Vaz,SAMARA,"24,58",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Skoda,SUPERB,"25,00",Käyttöjarru,Etuakselisto
Volkswagen,PASSAT,"25,05",Käyttöjarru,Etuakselisto
Citroen,BERLINGO,"25,21",Ohjausnivelet ja -tangot,Etuakselisto
Opel,ZAFIRA,"25,48",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Lada-Vaz,112,"25,51",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Mitsubishi,LANCER,"25,68",Taka-akselisto,Ohjausnivelet ja -tangot
Nissan,X-TRAIL,"25,68",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,MONDEO,"25,91",Käyttöjarru,Ohjausnivelet ja -tangot
Mitsubishi,OUTLANDER,"26,09",Taka-akselisto,Ohjausnivelet ja -tangot
Citroen,C3,"26,52",Jousitus ja iskunvaimennus,Etuakselisto
BMW,3,"26,64",Käyttöjarru,Etuakselisto
Renault,CLIO,"26,94",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
BMW,1,"27,26",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Chrysler,NEON,"27,93",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,307,"28,01",Ohjausnivelet ja -tangot,Etuakselisto
Nissan,PRIMERA,"28,27",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,C5,"28,32",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Alfa Romeo,156,"28,64",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Seat,CORDOBA,"28,88",Käyttöjarru,Etuakselisto
Chrysler,PT CRUISER,"28,97",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,C2,"29,06",Jousitus ja iskunvaimennus,Etuakselisto
Chrysler,SEBRING,"29,12",Ohjausnivelet ja -tangot,Taka-akselisto
Peugeot,607,"29,13",Ohjausnivelet ja -tangot,Etuakselisto
Volvo,XC90,"29,25",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Renault,MEGANE,"29,42",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,SAXO,"29,58",Käyttöjarrun dynamometritesti,Etuakselisto
Mercedes-Benz,C,"30,10",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,TRANS SPORT,"31,03",Seisontajarrun dynamometritesti,Etuakselisto
Volvo,C70,"31,30",Käyttöjarru,Etuakselisto
Hyundai,ELANTRA,"32,20",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Seat,IBIZA,"32,68",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Volvo,S60,"33,22",Käyttöjarru,Etuakselisto
Daewoo,EVANDA,"33,33",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Volvo,S80,"33,62",Etuakselisto,Käyttöjarru
Volvo,V70,"34,31",Etuakselisto,Käyttöjarru
Opel,VECTRA,"35,05",Jousitus ja iskunvaimennus,Taka-akselisto
Fiat,STILO,"35,38",Etuakselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,M,"35,81",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Peugeot,406,"37,11",Taka-akselisto,Seisontajarrun dynamometritesti
Hyundai,TRAJET,"37,16",Etuakselisto,Käyttöjarru
Peugeot,807,"38,74",Etuakselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,B,"39,11",Ohjausnivelet ja -tangot,Renkaat ja vanteet
Renault,KANGOO,"40,80",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Volkswagen,TRANSPORTER,"42,42",Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
Renault,ESPACE,"43,57",Ohjausnivelet ja -tangot,Etuakselisto
Opel,SIGNUM,"44,34",Jousitus ja iskunvaimennus,Taka-akselisto
