Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Fiat,PANDA,"21,83",Etuakselisto,Ohjausnivelet ja -tangot
Mini,COOPER/ ONE,"22,01",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Skoda,OCTAVIA,"22,10",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Mitsubishi,PAJERO,"22,30",Etuakselisto,Ohjausnivelet ja -tangot
Honda,ACCORD,"22,42",Etuakselisto,Käyttöjarru
Citroen,C3,"22,53",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,206,"22,56",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,S80,"22,76",Etuakselisto,Ohjausnivelet ja -tangot
Opel,ASTRA,"22,80",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Mitsubishi,GRANDIS,"22,92",Ohjausnivelet ja -tangot,Käyttöjarru
Volkswagen,POLO,"22,93",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Nissan,X-TRAIL,"23,09",Ohjausnivelet ja -tangot,Käyttöjarru
Volvo,S40,"23,11",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Fiat,PUNTO,"23,15",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Kia,PICANTO,"23,30","",""
Volvo,C70,"23,33",Ohjausnivelet ja -tangot,Etuakselisto
Volkswagen,TRANSPORTER,"23,43",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Seat,TOLEDO,"23,45",Käyttöjarru,Seisontajarrun dynamometritesti
Jaguar,X-TYPE,"24,08",Taka-akselisto,Käyttöjarru
Jeep,CHEROKEE,"24,32",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Citroen,XSARA,"24,36",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,KA,"24,39",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,TOUAREG,"24,86",Käyttöjarru,Etuakselisto
Mercedes-Benz,CLK,"25,12",Etuakselisto,Jousitus ja iskunvaimennus
Mazda,PREMACY,"25,40",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Volvo,V50,"25,49",Jousitus ja iskunvaimennus,Etuakselisto
Mercedes-Benz,A,"25,60",Jousitus ja iskunvaimennus,Etuakselisto
Ford,TOURNEO,"25,70",Seisontajarrun dynamometritesti,Renkaat ja vanteet
BMW,X5,"25,80",Etuakselisto,Käyttöjarru
Hyundai,SANTA FE,"25,82",Etuakselisto,Jousitus ja iskunvaimennus
Saab,9-3,"25,88",Taka-akselisto,Jousitus ja iskunvaimennus
Seat,LEON,"25,88",Seisontajarrun dynamometritesti,Käyttöjarru
Volvo,S60,"26,18",Ohjausnivelet ja -tangot,Etuakselisto
Ford,MONDEO,"26,40",Käyttöjarru,Seisontajarrun dynamometritesti
Opel,MERIVA,"26,42",Ohjausnivelet ja -tangot,Käyttöjarru
Daewoo,TACUMA,"26,42",Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
Citroen,XSARA PICASSO,"26,46",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Mitsubishi,LANCER,"26,65",Ohjausnivelet ja -tangot,Taka-akselisto
Mercedes-Benz,B,"26,84","",""
Volvo,V70,"27,31",Ohjausnivelet ja -tangot,Etuakselisto
Renault,CLIO,"27,36",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Mitsubishi,SPACE STAR,"27,36",Käyttöjarru,Seisontajarrun dynamometritesti
Hyundai,MATRIX,"27,43",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Volvo,V40,"27,68",Käyttöjarru,Seisontajarrun dynamometritesti
Mazda,3,"27,95",Etuakselisto,Jousitus ja iskunvaimennus
Kia,SORENTO,"28,07",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Ford,FOCUS C-MAX,"28,14",Jousitus ja iskunvaimennus,Etuakselisto
Seat,IBIZA,"28,48",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Hyundai,ELANTRA,"28,96",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Chrysler,NEON,"28,99",Etuakselisto,Ohjausnivelet ja -tangot
Nissan,PRIMERA,"29,05",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,307,"29,22",Ohjausnivelet ja -tangot,Etuakselisto
Daewoo,KALOS,"29,23",Etuakselisto,Käyttöjarrun dynamometritesti
BMW,5,"29,34",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
GM Daewoo,NUBIRA,"29,46",Käyttöjarru,Seisontajarrun dynamometritesti
Volvo,XC90,"29,72",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
BMW,3,"30,33",Käyttöjarru,Etuakselisto
Chrysler,SEBRING,"30,60",Ohjausnivelet ja -tangot,Taka-akselisto
Mercedes-Benz,E,"30,66",Etuakselisto,Ohjausnivelet ja -tangot
GM Daewoo,LACETTI,"30,89",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Peugeot,607,"30,98",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Peugeot,407,"31,16",Etuakselisto,Käyttöjarru
Volkswagen,TOURAN,"31,24",Käyttöjarru,Jousitus ja iskunvaimennus
Citroen,C4,"31,78",Etuakselisto,Ohjausnivelet ja -tangot
Skoda,FABIA,"32,09",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Seat,CORDOBA,"32,13",Käyttöjarru,Etuakselisto
Citroen,BERLINGO,"32,64",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"33,17",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Lada-Vaz,112,"33,78",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Opel,ZAFIRA,"34,38",Seisontajarrun dynamometritesti,Etuakselisto
Daewoo,EVANDA,"34,43",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Mazda,MPV,"34,45",Etuakselisto,Käyttöjarru
Citroen,C5,"35,18",Etuakselisto,Ohjausnivelet ja -tangot
Mitsubishi,OUTLANDER,"36,08",Taka-akselisto,Ohjausnivelet ja -tangot
Opel,VECTRA,"36,16",Jousitus ja iskunvaimennus,Taka-akselisto
Fiat,STILO,"36,47",Etuakselisto,Jousitus ja iskunvaimennus
Renault,MEGANE,"37,08",Etuakselisto,Ohjausnivelet ja -tangot
Hyundai,TRAJET,"37,64",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,807,"38,22",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Opel,SIGNUM,"38,26",Jousitus ja iskunvaimennus,Taka-akselisto
Chrysler,PT CRUISER,"38,55",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,406,"38,63",Taka-akselisto,Jousitus ja iskunvaimennus
Alfa Romeo,156,"39,17",Etuakselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,C,"39,97",Etuakselisto,Jousitus ja iskunvaimennus
Renault,ESPACE,"42,06",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,M,"42,52",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,300,"43,59",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Alfa Romeo,147,"45,65",Etuakselisto,Ohjausnivelet ja -tangot
