Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Seat,LEON,"29,52",Käyttöjarru,Etuakselisto
Lada-Vaz,112,"29,68",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Renault,MEGANE,"29,68",Etuakselisto,Taka-akselisto
Volvo,V40,"30,16",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Seat,TOLEDO,"30,18",Käyttöjarru,Ohjausnivelet ja -tangot
Volkswagen,POLO,"30,32",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,E,"30,33","",""
Peugeot,307,"30,39",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"30,44",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Audi,AUDI,"30,90","",""
Mitsubishi,SPACE STAR,"30,91",Bensiinimoottorin pakokaasumittaus,Seisontajarrun dynamometritesti
Citroen,SAXO,"31,25",Käyttöjarrun dynamometritesti,Etuakselisto
BMW,3,"31,89",Etuakselisto,Käyttöjarru
Volvo,S80,"31,95",Etuakselisto,Käyttöjarru
Opel,ZAFIRA,"32,39",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Mercedes-Benz,C,"32,41",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,PT CRUISER,"32,43",Etuakselisto,Ohjausnivelet ja -tangot
Honda,STREAM,"32,76",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Citroen,XSARA,"33,37",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Seat,IBIZA,"33,42",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Fiat,BRAVA,"33,43",Ohjausnivelet ja -tangot,Käyttöjarru
Opel,VECTRA,"33,46",Taka-akselisto,Jousitus ja iskunvaimennus
Volkswagen,PASSAT,"33,67",Käyttöjarru,Etuakselisto
Peugeot,206,"34,28",Etuakselisto,Käyttöjarru
Skoda,FABIA,"34,34",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Citroen,BERLINGO,"34,38",Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
Peugeot,PARTNER,"35,00",Etuakselisto,Käyttöjarrun dynamometritesti
Volvo,S60,"35,37",Käyttöjarru,Etuakselisto
Audi,A6,"35,38",Käyttöjarru,Etuakselisto
Citroen,XSARA PICASSO,"35,68",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Ford,MONDEO,"36,23",Seisontajarrun dynamometritesti,Käyttöjarru
Renault,KANGOO,"36,29",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,NEON,"36,42",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,V70,"36,72",Etuakselisto,Käyttöjarru
BMW,5,"36,99",Etuakselisto,Käyttöjarru
Seat,CORDOBA,"38,63",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,607,"38,68",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Mercedes-Benz,M,"38,78",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,BRAVO,"39,96",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Alfa Romeo,147,"41,60",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,C5,"41,71",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Fiat,MAREA,"42,53",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,B,"44,03","",""
Chevrolet,TRANS SPORT,"45,90",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Peugeot,406,"46,23",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Alfa Romeo,156,"47,68",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
