Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Ford,KA,"31,74",Jousitus ja iskunvaimennus,Alustan kotelot ja pohjalevy
Citroen,C3,"31,95",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,VOYAGER,"32,24",Seisontajarrun dynamometritesti,Käyttöjarru
Opel,OMEGA,"32,46",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,PASSAT,"32,52",Etuakselisto,Käyttöjarru
Ford,GALAXY,"32,64",Seisontajarrun dynamometritesti,Käyttöjarru
Chrysler,NEON,"32,75",Etuakselisto,Ohjausnivelet ja -tangot
Mazda,PREMACY,"32,80",Käyttöjarru,Alustan kotelot ja pohjalevy
Subaru,IMPREZA,"33,01",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
BMW,X5,"33,03",Etuakselisto,Taka-akselisto
Nissan,PRIMERA,"33,32",Etuakselisto,Käyttöjarru
Renault,TWINGO,"33,33",Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
Fiat,PUNTO,"33,56",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Jaguar,X-TYPE,"33,93",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Mitsubishi,SPACE STAR,"33,96",Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
Volvo,V40,"34,16",Käyttöjarru,Seisontajarrun dynamometritesti
Nissan,X-TRAIL,"34,23",Ohjausnivelet ja -tangot,Etuakselisto
Citroen,BERLINGO,"34,27",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,XSARA,"35,03",Etuakselisto,Käyttöjarru
Citroen,SAXO,"35,36",Etuakselisto,Käyttöjarrun dynamometritesti
Alfa Romeo,147,"35,61",Etuakselisto,Alustan kotelot ja pohjalevy
Peugeot,307,"35,65",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,607,"35,94",Ohjausnivelet ja -tangot,Etuakselisto
BMW,3,"36,33",Seisontajarrun dynamometritesti,Käyttöjarru
Chrysler,SEBRING,"36,39",Ohjausnivelet ja -tangot,Taka-akselisto
Peugeot,206,"36,51",Käyttöjarru,Etuakselisto
Hyundai,COUPE,"36,70",Seisontajarrun dynamometritesti,Käyttöjarru
Opel,VECTRA,"36,73",Jousitus ja iskunvaimennus,Taka-akselisto
Opel,ZAFIRA,"37,05",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,E,"37,12",Etuakselisto,Ohjausnivelet ja -tangot
Skoda,FABIA,"37,14",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Ford,MONDEO,"38,67",Seisontajarrun dynamometritesti,Käyttöjarru
Mercedes-Benz,C,"39,29",Etuakselisto,Jousitus ja iskunvaimennus
Seat,TOLEDO,"40,00",Käyttöjarru,Jousitus ja iskunvaimennus
Mercedes-Benz,M,"40,11",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,STILO,"40,19",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,XSARA PICASSO,"40,97",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Chrysler,PT CRUISER,"41,67",Ohjausnivelet ja -tangot,Etuakselisto
Volkswagen,TRANSPORTER,"42,21","",""
Citroen,C5,"43,18",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Fiat,BRAVA,"43,70",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,TRANS SPORT,"45,98",Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD)
Peugeot,PARTNER,"46,15",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,406,"47,24",Taka-akselisto,Seisontajarrun dynamometritesti
Alfa Romeo,156,"47,37",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Fiat,MAREA WEEKEND,"48,00","",""
