Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Mitsubishi,OUTLANDER,"8,21",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Mini,COOPER/ ONE,"8,28","",""
Skoda,SUPERB,"8,46","",""
Skoda,OCTAVIA,"8,49",Dieselmoottorin pakokaasumittaus,Etuakselisto
Chevrolet,AVEO,"8,59","",""
Opel,CORSA,"8,92",Jousitus ja iskunvaimennus,Käyttöjarrun dynamometritesti
Nissan,NOTE,"8,97",Etuakselisto,Käyttöjarru
Land Rover,FREELANDER,"9,00","",""
Ford,KA,"9,04",Etuakselisto,Jousitus ja iskunvaimennus
Citroen,XSARA PICASSO,"9,16",Ohjausnivelet ja -tangot,Etuakselisto
Kia,SORENTO,"9,45",Seisontajarrun dynamometritesti,Etuakselisto
Chevrolet,CAPTIVA,"9,48","",""
Toyota,RAV4,"9,54",Jousitus ja iskunvaimennus,Käyttöjarru
Ford,MONDEO,"9,55",Jousitus ja iskunvaimennus,Käyttöjarru
Skoda,FABIA,"9,67",Etuakselisto,Renkaat ja vanteet
Ford,FIESTA,"9,70",Jousitus ja iskunvaimennus,Jarruvalo
BMW,3,"9,76",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Land Rover,DISCOVERY 3,"9,76","",""
Kia,RIO,"9,97",Käyttöjarru,Etuakselisto
Opel,ZAFIRA,"10,12",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Opel,ASTRA,"10,38",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
BMW,1,"10,42",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,CADDY,"10,47",Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
Seat,ALTEA,"10,53","",""
Mazda,2,"10,85",Jousitus ja iskunvaimennus,Lähivalo
Volkswagen,PASSAT,"10,89",Etuakselisto,Dieselmoottorin pakokaasumittaus
Toyota,HIACE,"10,92","",""
Ford,FOCUS,"10,99",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
Skoda,ROOMSTER,"11,11","",""
Ford,FUSION,"11,18",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Hyundai,MATRIX,"11,29","",""
Mercedes-Benz,A,"11,45",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Kia,SORENTO,"11,52",Seisontajarrun dynamometritesti,Etuakselisto
Honda,FR-V,"11,76",Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
Chevrolet,EVANDA,"11,88","",""
Peugeot,207,"11,90",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Volkswagen,TOURAN,"12,03",Etuakselisto,Käyttöjarru
Mitsubishi,GRANDIS,"12,14",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
Jeep,CHEROKEE,"12,20",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
BMW,X5,"12,69","",""
Lada-Vaz,112,"13,07",Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
BMW,X3,"13,29",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Saab,9-3,"13,41",Taka-akselisto,Jousitus ja iskunvaimennus
Chevrolet,KALOS,"13,43",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Opel,VECTRA,"13,74",Jousitus ja iskunvaimennus,Käyttöjarru
Kia,MAGENTIS,"13,75","",""
Mercedes-Benz,B,"13,87",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Seat,IBIZA,"14,13",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Volvo,S80,"14,15",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Nissan,PRIMERA,"14,64",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,SONATA,"14,66",Seisontajarrun dynamometritesti,Käyttöjarru
Peugeot,206,"14,69",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,M,"14,74",Jousitus ja iskunvaimennus,Käyttöjarru
Ford,MAVERICK,"15,07",Käyttöjarru,Etuakselisto
Citroen,C4,"15,11",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C5,"15,30",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Volvo,C70,"15,30",Ohjausnivelet ja -tangot,Käyttöjarru
Fiat,PUNTO,"15,53",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Mazda,5,"15,62",Jousitus ja iskunvaimennus,Etuakselisto
Ford,S-MAX,"15,83",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Hyundai,ELANTRA,"15,84","",""
Citroen,C3,"15,92",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Lada-Vaz,111,"15,97","",""
Mercedes-Benz,CLS,"16,27",Etuakselisto,Ohjausnivelet ja -tangot
Ford,GALAXY,"16,31","",""
Hyundai,TUCSON,"16,37",Jousitus ja iskunvaimennus,Käyttöjarru
Peugeot,607,"16,41","",""
Hyundai,ACCENT,"16,51","",""
Chevrolet,NUBIRA,"16,73",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Hyundai,SANTA FE,"16,99",Seisontajarrun dynamometritesti,Etuakselisto
Nissan,X-TRAIL,"17,24",Ohjausnivelet ja -tangot,Käyttöjarru
Peugeot,407,"17,53",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Hyundai,TRAJET,"17,59","",""
Peugeot,307,"17,70",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C2,"17,76",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Kia,SPORTAGE,"18,63",Jousitus ja iskunvaimennus,Käyttöjarru
Seat,CORDOBA,"19,17","",""
Volkswagen,TRANSPORTER,"19,31",Käyttöjarru,Seisontajarrun dynamometritesti
Renault,CLIO,"20,02",Ohjausnivelet ja -tangot,Etuakselisto
BMW,5,"20,13",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Alfa Romeo,159,"20,69",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,1007,"20,90",Ohjausnivelet ja -tangot,Etuakselisto
Volvo,S60,"20,94",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,BERLINGO,"21,05",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,CROMA,"21,54",Taka-akselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,E,"21,74",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,VOYAGER,"21,88",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Mercedes-Benz,C,"21,92",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,SEBRING,"22,71",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Fiat,STILO,"23,42",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Volvo,V70,"23,59",Ohjausnivelet ja -tangot,Käyttöjarru
Renault,MODUS,"23,68",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Nissan,PATHFINDER,"23,96",Etuakselisto,Taka-akselisto
Chrysler,PT CRUISER,"24,03",Etuakselisto,Ohjausnivelet ja -tangot
Renault,MEGANE,"25,87",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,XC90,"26,23",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Peugeot,807,"26,73",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Chrysler,300C,"34,55",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Renault,LAGUNA,"40,76",Ohjausnivelet ja -tangot,Etuakselisto
Dodge,CALIBER,"49,82",Etuakselisto,Ohjausnivelet ja -tangot
