Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Skoda,ROOMSTER,"18,0",Etuakselisto,Käyttöjarru
BMW,1,"18,1",Taka-akselisto,Jousitus ja iskunvaimennus
Land Rover,FREELANDER,"18,5",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Ford,MONDEO,"18,5",Dieselmoottorin pakokaasumittaus,Taka-akselisto
Nissan,X-TRAIL,"18,5",Etuakselisto,Käyttöjarru
Seat,CORDOBA,"18,6",Renkaat ja vanteet,Etuakselisto
Fiat,BRAVO,"18,8","",""
Kia,CEED,"18,8",Käyttöjarru,Taka-akselisto
Hyundai,ACCENT,"18,9","",""
Chrysler,SEBRING,"18,9",Ohjausnivelet ja -tangot,Etuakselisto
Mazda,3,"19,0",Etuakselisto,Jousitus ja iskunvaimennus
Volkswagen,CARAVELLE,"19,2","",""
Jaguar,X-TYPE,"19,2","",""
Nissan,NOTE,"19,5",Etuakselisto,Jousitus ja iskunvaimennus
Jeep,CHEROKEE,"19,5",Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
Ford,FOCUS,"19,5",Etuakselisto,Jousitus ja iskunvaimennus
Citroen,C4 PICASSO,"19,5",Etuakselisto,Käyttöjarru
Nissan,QASHQAI,"19,8",Etuakselisto,Käyttöjarru
Volvo,XC90,"20,0",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Seat,IBIZA,"20,7",Etuakselisto,Seisontajarrun dynamometritesti
Mitsubishi,GRANDIS,"20,8",Ohjausnivelet ja -tangot,Renkaat ja vanteet
Opel,VECTRA,"21,1",Jousitus ja iskunvaimennus,Etuakselisto
BMW,5,"21,1",Ohjausnivelet ja -tangot,Käyttöjarru
Mercedes-Benz,B,"21,4",Jousitus ja iskunvaimennus,Etuakselisto
Opel,MERIVA,"21,4",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Fiat,PUNTO,"21,5",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Nissan,TIIDA,"21,6",Etuakselisto,Käyttöjarru
Mercedes-Benz,CLS,"21,7",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,207,"21,9",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Hyundai,SANTA FE,"22,2",Etuakselisto,Seisontajarrun dynamometritesti
Volkswagen,TRANSPORTER,"22,3",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Opel,ASTRA,"22,5",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Fiat,ALBEA,"22,7",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,307,"22,7",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,C,"22,9",Etuakselisto,Seisontajarrun dynamometritesti
Opel,ANTARA,"23,0","",""
Citroen,C4,"23,0",Ohjausnivelet ja -tangot,Etuakselisto
Nissan,PRIMERA,"23,8",Etuakselisto,Ohjausnivelet ja -tangot
Kia,MAGENTIS,"24,2",Käyttöjarru,Seisontajarrun dynamometritesti
Citroen,C5,"24,3",Etuakselisto,Seisontajarrun dynamometritesti
Mercedes-Benz,E,"24,4",Etuakselisto,Ohjausnivelet ja -tangot
Ford,TOURNEO,"25,2",Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
Kia,CARENS,"25,4",Seisontajarrun dynamometritesti,Taka-akselisto
Mazda,5,"25,6",Etuakselisto,Jousitus ja iskunvaimennus
Kia,SORENTO,"25,8",Etuakselisto,Seisontajarrun dynamometritesti
Opel,ZAFIRA,"26,7",Taka-akselisto,Ohjausnivelet ja -tangot
Alfa Romeo,159,"26,8",Etuakselisto,Jousitus ja iskunvaimennus
Renault,LAGUNA,"26,9",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,CAPTIVA,"27,0",Etuakselisto,Seisontajarrun dynamometritesti
Renault,CLIO,"27,5",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,KALOS,"28,0",Etuakselisto,Käyttöjarru
Hyundai,SONATA,"28,3",Seisontajarrun dynamometritesti,Käyttöjarru
Chevrolet,NUBIRA,"28,6",Seisontajarrun dynamometritesti,Käyttöjarru
Renault,MEGANE,"28,6",Etuakselisto,Ohjausnivelet ja -tangot
Dodge,NITRO,"30,1",Seisontajarrun dynamometritesti,Etuakselisto
Mazda,CX-7,"30,4",Ohjausnivelet ja -tangot,Etuakselisto
Chevrolet,EPICA,"30,7",Seisontajarrun dynamometritesti,Taka-akselisto
Fiat,CROMA,"30,9",Jousitus ja iskunvaimennus,Taka-akselisto
Chrysler,VOYAGER,"31,4",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Fiat,STILO,"33,8",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Jeep,PATRIOT,"35,5",Taka-akselisto,Etuakselisto
Kia,CARNIVAL,"35,9",Taka-akselisto,Etuakselisto
Nissan,PATHFINDER,"39,9",Taka-akselisto,Etuakselisto
Chrysler,300,"40,0",Seisontajarrun dynamometritesti,Etuakselisto
Jeep,COMPASS,"40,1",Taka-akselisto,Etuakselisto
