Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Mitsubishi,CARISMA,"31,19",Käyttöjarrun dynamometritesti,Etuakselisto
Nissan,TERRANO II,"31,25",Alustan kotelot ja pohjalevy,Käyttöjarru
Opel,CORSA,"31,79",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Volkswagen,POLO,"31,83",Etuakselisto,Käyttöjarrun dynamometritesti
Volvo,S80,"32,09",Etuakselisto,Käyttöjarru
Jeep,CHEROKEE,"32,10",Seisontajarrun dynamometritesti,Etuakselisto
Renault,TWINGO,"33,33",Käyttöjarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
Skoda,FELICIA,"33,83",Käyttöjarrun dynamometritesti,Käyttöjarru
Volkswagen,GOLF,"34,79",Bensiinimoottorin pakokaasumittaus,Käyttöjarru
Volvo,S40,"34,92",Käyttöjarru,Seisontajarrun dynamometritesti
Peugeot,306,"34,93",Käyttöjarru,Seisontajarrun dynamometritesti
Volkswagen,BORA,"34,95",Käyttöjarru,Etuakselisto
Suzuki,BALENO,"35,11",Bensiinimoottorin pakokaasumittaus,Etuakselisto
Renault,MEGANE,"35,74",Etuakselisto,Käyttöjarru
Rover,75,"35,81",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Renault,CLIO,"36,12",Jousitus ja iskunvaimennus,Etuakselisto
Audi,A3,"36,21",Bensiinimoottorin pakokaasumittaus,Käyttöjarru
BMW,3,"36,48",Etuakselisto,Käyttöjarru
Mitsubishi,GALANT,"36,71",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,NEON,"36,73",Etuakselisto,Jousitus ja iskunvaimennus
Ford,FOCUS,"37,07",Seisontajarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
Citroen,XANTIA,"37,18",Etuakselisto,Käyttöjarru
Peugeot,607,"37,90",Etuakselisto,Seisontajarrun dynamometritesti
Citroen,SAXO,"37,97",Käyttöjarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
Seat,IBIZA,"38,08",Bensiinimoottorin pakokaasumittaus,Etuakselisto
Mercedes-Benz,A,"38,24",Jousitus ja iskunvaimennus,Käyttöjarru
Volvo,S60,"38,25",Etuakselisto,Käyttöjarru
Fiat,PUNTO,"38,38",Alustan kotelot ja pohjalevy,Etuakselisto
Chrysler,300C,"38,46",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,V40,"38,61",Käyttöjarru,Seisontajarrun dynamometritesti
Audi,A6,"38,95",Etuakselisto,Käyttöjarru
Skoda,FABIA,"39,25",Käyttöjarru,Seisontajarrun dynamometritesti
Volvo,V70,"39,32",Etuakselisto,Käyttöjarru
Nissan,MAXIMA QX,"39,42",Alustan kotelot ja pohjalevy,Etuakselisto
Opel,OMEGA,"40,06",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
BMW,5,"40,22",Etuakselisto,Seisontajarrun dynamometritesti
Audi,A4,"40,89",Etuakselisto,Käyttöjarru
Citroen,BERLINGO,"40,89",Etuakselisto,Bensiinimoottorin pakokaasumittaus
Mercedes-Benz,C,"41,36",Etuakselisto,Käyttöjarru
Chrysler,PT CRUISER,"41,44",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,206,"41,47",Etuakselisto,Käyttöjarru
Ford,KA,"41,51",Alustan kotelot ja pohjalevy,Jousitus ja iskunvaimennus
Citroen,XSARA,"41,51",Käyttöjarru,Etuakselisto
Skoda,OCTAVIA,"42,22",Ohjausnivelet ja -tangot,Etuakselisto
Nissan,PRIMERA,"42,37",Etuakselisto,Seisontajarrun dynamometritesti
Opel,ZAFIRA,"42,48",Seisontajarrun dynamometritesti,Bensiinimoottorin pakokaasumittaus
Volkswagen,PASSAT,"42,57",Etuakselisto,Ohjausnivelet ja -tangot
Suzuki,ALTO,"42,86",Käyttöjarrun dynamometritesti,Alustan kotelot ja pohjalevy
Seat,LEON,"43,37",Etuakselisto,Käyttöjarru
Ford,GALAXY,"43,59",Käyttöjarru,Käyttöjarrun dynamometritesti
Seat,CORDOBA,"43,93",Käyttöjarrun dynamometritesti,Etuakselisto
Mercedes-Benz,E,"44,02",Etuakselisto,Käyttöjarru
Ford,ESCORT,"44,72",Etuakselisto,Alustan kotelot ja pohjalevy
Seat,TOLEDO,"45,00",Ohjausnivelet ja -tangot,Käyttöjarru
Peugeot,PARTNER,"45,86",Käyttöjarru,Etuakselisto
Citroen,XSARA PICASSO,"46,30",Etuakselisto,Bensiinimoottorin pakokaasumittaus
Peugeot,406,"46,71",Taka-akselisto,Etuakselisto
Chrysler,VOYAGER,"47,10",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Fiat,BRAVA,"47,41",Bensiinimoottorin pakokaasumittaus,Etuakselisto
Mercedes-Benz,M,"48,77",Ohjausnivelet ja -tangot,Käyttöjarru
Renault,LAGUNA,"49,47",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,BRAVO,"50,59",Bensiinimoottorin pakokaasumittaus,Etuakselisto
Ford,MONDEO,"50,90",Etuakselisto,Käyttöjarru
Renault,KANGOO,"53,66",Alustan kotelot ja pohjalevy,Etuakselisto
Fiat,MAREA,"54,24",Alustan kotelot ja pohjalevy,Etuakselisto
Alfa Romeo,156,"57,93",Etuakselisto,Alustan kotelot ja pohjalevy
