Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Honda,CIVIC,"6,88",Käyttöjarru,Jousitus ja iskunvaimennus
Mazda,6,"6,91",Käyttöjarru,Käyttöjarrun dynamometritesti
Honda,CR-V,"6,96",Jousitus ja iskunvaimennus,Käyttöjarru
Suzuki,SX4,"7,18",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Skoda,SUPERB,"7,23",Renkaat ja vanteet,Etuakselisto
Volvo,V50,"7,31",Etuakselisto,Renkaat ja vanteet
Volkswagen,POLO,"7,57",Etuakselisto,Käyttöjarrun dynamometritesti
Hyundai,GETZ,"7,63",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Ford,KA,"7,87","",""
Audi,TT,"8,04","",""
Kia,SPORTAGE,"8,12","",""
Saab,9-5,"8,13",Taka-akselisto,Seisontajarrun dynamometritesti
BMW,X3,"8,21",Jousitus ja iskunvaimennus,Käyttöjarru
Opel,ASTRA,"8,25",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Ford,FOCUS C-MAX,"8,40",Dieselmoottorin pakokaasumittaus,Renkaat ja vanteet
Toyota,RAV4,"8,59",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
Honda,FR-V,"8,65","",""
Volkswagen,CADDY,"8,77",Renkaat ja vanteet,Dieselmoottorin pakokaasumittaus
Volvo,V70,"8,79",Ohjausnivelet ja -tangot,Käyttöjarru
Mini,COOPER/ ONE,"8,84",Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
Volvo,S60,"8,93",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
BMW,X5,"8,94",Etuakselisto,Jousitus ja iskunvaimennus
Skoda,FABIA,"9,33",Etuakselisto,Ohjausnivelet ja -tangot
BMW,1,"9,34",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,206,"9,57",Ohjausnivelet ja -tangot,Käyttöjarrun dynamometritesti
Renault,LAGUNA,"9,60",Käyttöjarru,Jousitus ja iskunvaimennus
Citroen,C3,"9,67",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Seat,IBIZA,"10,00",Etuakselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,C,"10,23",Etuakselisto,Seisontajarrun dynamometritesti
BMW,3,"10,26",Taka-akselisto,Jousitus ja iskunvaimennus
Jaguar,XF,"10,27","",""
Nissan,QASHQAI,"10,30",Etuakselisto,Käyttöjarru
Chevrolet,AVEO,"10,68",Etuakselisto,Käyttöjarru
Land Rover,FREELANDER,"10,84",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Citroen,C2,"10,92",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Mercedes-Benz,M,"10,93",Jousitus ja iskunvaimennus,Käyttöjarru
Audi,Q7,"10,96",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Ford,MONDEO,"11,22",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Opel,CORSA,"11,39",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Mini,COOPER CLUBMAN,"11,73","",""
Fiat,LINEA,"11,78",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,A,"11,79",Jousitus ja iskunvaimennus,Käyttöjarru
BMW,5,"11,81",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Fiat,PUNTO,"11,96",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Peugeot,407,"12,07",Etuakselisto,Käyttöjarru
Subaru,FORESTER,"12,21",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Kia,CEED,"12,25",Taka-akselisto,Käyttöjarru
Ford,S-MAX,"12,32",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Nissan,X-TRAIL,"12,54",Etuakselisto,Käyttöjarru
Jeep,CHEROKEE,"12,61","",""
Jaguar,X-TYPE,"12,88","",""
Nissan,NOTE,"12,99",Etuakselisto,Jousitus ja iskunvaimennus
Ford,GALAXY,"13,27",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Hyundai,SONATA,"13,33",Seisontajarrun dynamometritesti,Käyttöjarru
Kia,MAGENTIS,"13,38",Käyttöjarru,Käyttöjarrun dynamometritesti
Mazda,2,"13,42",Ohjausnivelet ja -tangot,Etuakselisto
Saab,9-3,"13,54",Jousitus ja iskunvaimennus,Taka-akselisto
Nissan,TIIDA,"13,58",Etuakselisto,Käyttöjarru
Ford,FOCUS,"13,66",Dieselmoottorin pakokaasumittaus,Etuakselisto
Citroen,XSARA PICASSO,"13,69",Ohjausnivelet ja -tangot,Etuakselisto
Skoda,ROOMSTER,"13,79",Etuakselisto,Jousitus ja iskunvaimennus
Opel,VECTRA,"13,86",Jousitus ja iskunvaimennus,Etuakselisto
Toyota,HIACE,"13,97","",""
Chrysler,SEBRING,"14,13",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,CARAVELLE,"14,18","",""
Volvo,S80,"14,29",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Mitsubishi,OUTLANDER,"14,47",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C4 PICASSO,"14,51",Etuakselisto,Käyttöjarru
Mazda,5,"14,58",Etuakselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,B,"14,73",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Opel,ZAFIRA,"14,81",Taka-akselisto,Renkaat ja vanteet
Peugeot,308,"15,04",Etuakselisto,Käyttöjarru
Peugeot,207,"16,19",Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
Lada,4X4,"16,30",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Kia,RIO,"16,44",Käyttöjarru,Etuakselisto
Hyundai,I 30,"16,46",Seisontajarrun dynamometritesti,Käyttöjarru
Seat,CORDOBA,"16,67",Etuakselisto,Käyttöjarru
Citroen,C5,"16,73",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Citroen,BERLINGO,"16,92",Etuakselisto,Renkaat ja vanteet
Fiat,500,"16,95",Jousitus ja iskunvaimennus,Etuakselisto
Mitsubishi,GRANDIS,"17,19",Ohjausnivelet ja -tangot,Käyttöjarru
Fiat,BRAVO,"17,47",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,TRANSIT,"17,59","",""
Volvo,XC90,"17,68",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Kia,SORENTO,"18,14",Etuakselisto,Seisontajarrun dynamometritesti
Chevrolet,NUBIRA,"18,31",Seisontajarrun dynamometritesti,Käyttöjarru
Fiat,CROMA,"19,87",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Dodge,AVENGER,"20,28",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,E,"20,28",Etuakselisto,Ohjausnivelet ja -tangot
Nissan,PRIMERA,"20,43",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"20,85",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Citroen,C4,"21,04",Ohjausnivelet ja -tangot,Etuakselisto
Chevrolet,EPICA,"21,60",Käyttöjarru,Seisontajarrun dynamometritesti
Kia,CARENS,"21,66",Seisontajarrun dynamometritesti,Käyttöjarrun dynamometritesti
Kia,CARNIVAL,"21,83",Taka-akselisto,Renkaat ja vanteet
Renault,TWINGO,"21,91",Ohjausnivelet ja -tangot,Etuakselisto
Renault,CLIO,"23,28",Ohjausnivelet ja -tangot,Etuakselisto
Alfa Romeo,159,"23,71",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,PARTNER,"23,75",Dieselmoottorin pakokaasumittaus,Etuakselisto
Renault,MEGANE,"24,94",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,307,"25,67",Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
Mazda,CX-7,"25,74",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Dodge,JOURNEY,"28,01",Ohjausnivelet ja -tangot,Käyttöjarru
Volkswagen,TRANSPORTER,"28,21",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,300,"37,70",Seisontajarrun dynamometritesti,Etuakselisto
Jeep,PATRIOT,"38,67",Taka-akselisto,Ohjausnivelet ja -tangot
Dodge,CALIBER,"45,93",Etuakselisto,Taka-akselisto
