Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Fiat,PUNTO,"29,53",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Renault,CLIO,"29,76",Etuakselisto,Jousitus ja iskunvaimennus
Skoda,OCTAVIA,"29,91",Etuakselisto,Käyttöjarru
Nissan,MAXIMA QX,"30,17",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,A,"30,18",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Lada-Vaz,SAMARA,"30,48",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Lada-Vaz,112,"31,23",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Renault,MEGANE,"31,32",Jousitus ja iskunvaimennus,Taka-akselisto
Volvo,S40,"31,59",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Renault,TWINGO,"31,65",Käyttöjarru,Käyttöjarrun dynamometritesti
Ford,GALAXY,"31,89",Käyttöjarru,Seisontajarrun dynamometritesti
BMW,5,"32,17",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,306,"32,18",Ohjausnivelet ja -tangot,Käyttöjarru
Chrysler,SEBRING,"32,27",Ohjausnivelet ja -tangot,Etuakselisto
Opel,OMEGA,"32,28",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Volkswagen,POLO,"32,33",Etuakselisto,Käyttöjarru
Suzuki,WAGON R,"33,01",Käyttöjarrun dynamometritesti,Ohjausnivelet ja -tangot
Citroen,SAXO,"33,02",Käyttöjarrun dynamometritesti,Etuakselisto
Volvo,V40,"33,04",Käyttöjarru,Seisontajarrun dynamometritesti
Seat,IBIZA,"33,14",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,S80,"33,37",Etuakselisto,Käyttöjarru
Mercedes-Benz,C,"33,62",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,NEON,"33,79",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,S60,"33,85",Etuakselisto,Käyttöjarru
Audi,A6,"34,23",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,307,"34,37",Ohjausnivelet ja -tangot,Etuakselisto
Skoda,FABIA,"34,55",Käyttöjarru,Etuakselisto
Volvo,V70,"34,72",Etuakselisto,Käyttöjarru
Opel,ZAFIRA,"34,94",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
BMW,3,"35,39",Etuakselisto,Käyttöjarru
Chrysler,VOYAGER,"35,52",Seisontajarrun dynamometritesti,Käyttöjarru
Volkswagen,PASSAT,"36,09",Etuakselisto,Käyttöjarru
Peugeot,PARTNER,"36,31",Etuakselisto,Ohjausnivelet ja -tangot
Opel,VECTRA,"36,40",Taka-akselisto,Käyttöjarru
Seat,CORDOBA,"36,56",Etuakselisto,Käyttöjarrun dynamometritesti
Fiat,BRAVO,"36,89",Ohjausnivelet ja -tangot,Käyttöjarru
Land Rover,FREELANDER,"36,91",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Seat,LEON,"37,18",Ohjausnivelet ja -tangot,Etuakselisto
Renault,KANGOO,"37,25",Käyttöjarru,Etuakselisto
Peugeot,206,"37,44",Etuakselisto,Käyttöjarru
Citroen,XSARA,"37,74",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,PT CRUISER,"37,85",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,BRAVA,"38,14",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,E,"39,45",Etuakselisto,Jousitus ja iskunvaimennus
Ford,MONDEO,"40,08",Seisontajarrun dynamometritesti,Käyttöjarru
Citroen,BERLINGO,"40,36",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,TRANS SPORT,"40,88",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Citroen,XSARA PICASSO,"42,67",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Alfa Romeo,147,"42,74",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,C5,"43,06",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Mercedes-Benz,M,"43,97",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,B,"44,44","",""
Fiat,MAREA,"45,53",Etuakselisto,Käyttöjarru
Peugeot,406,"48,64",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Renault,LAGUNA,"51,11",Ohjausnivelet ja -tangot,Etuakselisto
