Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Honda,JAZZ,"7,59",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Subaru,FORESTER,"7,59",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Volkswagen,TOUAREG,"7,75","",""
Suzuki,LIANA,"7,80","",""
Kia,LD,"8,03",Sisäinen valvontajärjestelmä (OBD),Turvavyöt ja -varusteet
Ford,FIESTA,"8,21",Jousitus ja iskunvaimennus,Käyttöjarru
Saab,9-5,"8,47",Taka-akselisto,Renkaat ja vanteet
Skoda,OCTAVIA,"8,54",Käyttöjarru,Etuakselisto
Kia,RIO,"9,07",Käyttöjarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,POLO,"9,15",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Skoda,SUPERB,"9,28","",""
BMW,X3,"9,40",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Volkswagen,PASSAT,"9,47",Etuakselisto,Renkaat ja vanteet
Land Rover,FREELANDER,"9,80","",""
Volvo,V50,"10,26",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,KALOS,"10,33",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Hyundai,ACCENT,"10,38","",""
Nissan,X-TRAIL,"10,54",Ohjausnivelet ja -tangot,Käyttöjarru
Jaguar,S-TYPE,"10,81","",""
Ford,FOCUS,"10,85",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Seat,TOLEDO,"10,92","",""
Mitsubishi,GRANDIS,"10,97","",""
Land Rover,DISCOVERY 3,"11,18","",""
Kia,CERATO,"11,30",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,TOURAN,"11,31",Etuakselisto,Käyttöjarru
Kia,PICANTO,"11,44",Käyttöjarru,Käyttöjarrun dynamometritesti
Ford,FOCUS C-MAX,"11,52",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Opel,MERIVA,"11,52",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Honda,FR-V,"11,64",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Skoda,FABIA,"11,88",Etuakselisto,Seisontajarrun dynamometritesti
Suzuki,SWIFT,"11,94",Etuakselisto,Seisontajarrun dynamometritesti
Seat,LEON,"11,97",Käyttöjarru,Etuakselisto
Mazda,5,"12,18",Jousitus ja iskunvaimennus,Etuakselisto
Volkswagen,CADDY,"12,22","",""
Opel,CORSA,"12,45",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
BMW,X5,"12,59",Seisontajarrun dynamometritesti,Etuakselisto
Peugeot,PARTNER,"12,73","",""
Hyundai,ELANTRA,"13,04","",""
Hyundai,SONATA,"13,35",Käyttöjarru,Seisontajarrun dynamometritesti
Smart,FORFOUR,"13,41",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Ford,MONDEO,"13,56",Käyttöjarru,Jousitus ja iskunvaimennus
Fiat,PUNTO,"13,62",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Mercedes-Benz,A,"13,76",Jousitus ja iskunvaimennus,Käyttöjarru
Nissan,MICRA,"13,80",Etuakselisto,Ohjausnivelet ja -tangot
BMW,3,"14,03",Ohjausnivelet ja -tangot,Käyttöjarru
Mercedes-Benz,B,"14,20",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Ford,MAVERICK,"14,22",Käyttöjarru,Seisontajarrun dynamometritesti
Citroen,XSARA PICASSO,"14,75",Ohjausnivelet ja -tangot,Renkaat ja vanteet
Hyundai,SANTA FE,"14,97",Jousitus ja iskunvaimennus,Etuakselisto
BMW,5,"15,35",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,NUBIRA,"15,50",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Kia,SORENTO,"15,88",Seisontajarrun dynamometritesti,Käyttöjarru
Mini,COOPER/ ONE,"16,29",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Chevrolet,MATIZ,"16,58",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Citroen,C3,"16,62",Etuakselisto,Ohjausnivelet ja -tangot
Mitsubishi,LANCER,"16,62",Taka-akselisto,Ohjausnivelet ja -tangot
Volvo,C70,"16,67",Ohjausnivelet ja -tangot,Etuakselisto
Jeep,CHEROKEE,"16,74",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,LACETTI,"16,75",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Volvo,S80,"17,29",Ohjausnivelet ja -tangot,Etuakselisto
Opel,ZAFIRA,"17,34",Ohjausnivelet ja -tangot,Etuakselisto
Citroen,XSARA,"17,61",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Citroen,BERLINGO,"17,62",Ohjausnivelet ja -tangot,Etuakselisto
Opel,ASTRA,"17,80",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Kia,MAGENTIS,"18,13",Käyttöjarru,Etuakselisto
Peugeot,607,"18,18",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Saab,9-3,"18,22",Taka-akselisto,Jousitus ja iskunvaimennus
Citroen,C2,"18,27",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,S60,"18,54",Ohjausnivelet ja -tangot,Käyttöjarru
Mercedes-Benz,CLS,"19,25",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Citroen,C5,"19,32",Ohjausnivelet ja -tangot,Etuakselisto
Citroen,C4,"19,41",Ohjausnivelet ja -tangot,Käyttöjarru
Kia,SORENTO,"19,54",Seisontajarrun dynamometritesti,Käyttöjarru
Volvo,XC90,"19,62",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Ford,KA,"19,63","",""
Kia,SPORTAGE,"20,36",Jousitus ja iskunvaimennus,Käyttöjarru
Ford,TOURNEO,"20,37",Seisontajarrun dynamometritesti,Renkaat ja vanteet
Mercedes-Benz,E,"20,41",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Nissan,PRIMERA,"20,45",Ohjausnivelet ja -tangot,Etuakselisto
Alfa Romeo,156,"20,59",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,407,"20,68",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,307,"20,73",Ohjausnivelet ja -tangot,Käyttöjarru
Renault,TWINGO,"20,80",Ohjausnivelet ja -tangot,Etuakselisto
Chevrolet,EVANDA,"20,82",Ohjausnivelet ja -tangot,Käyttöjarru
Hyundai,TUCSON,"20,88",Jousitus ja iskunvaimennus,Käyttöjarru
Lada-Vaz,112,"21,03",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Volvo,V70,"21,10",Ohjausnivelet ja -tangot,Etuakselisto
Volkswagen,TRANSPORTER,"21,18",Käyttöjarru,Jousitus ja iskunvaimennus
Hyundai,MATRIX,"21,43",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Renault,CLIO,"21,74",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Peugeot,206,"21,89",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Nissan,X-TRAIL,"21,90",Ohjausnivelet ja -tangot,Käyttöjarru
Mitsubishi,OUTLANDER,"22,13",Taka-akselisto,Ohjausnivelet ja -tangot
Fiat,PANDA,"22,58",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Jaguar,X-TYPE,"23,03",Taka-akselisto,Seisontajarrun dynamometritesti
Lada-Vaz,111,"23,08",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Seat,IBIZA,"23,14",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Chrysler,SEBRING,"23,28",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,NEON,"23,61",Etuakselisto,Ohjausnivelet ja -tangot
Renault,MEGANE,"23,70",Ohjausnivelet ja -tangot,Etuakselisto
Renault,MODUS,"23,85",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Alfa Romeo,147,"24,22",Etuakselisto,Käyttöjarru
Mercedes-Benz,M,"24,64",Käyttöjarru,Ohjausnivelet ja -tangot
Hyundai,TRAJET,"25,00",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,VOYAGER,"25,33",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Kia,CARNIVAL,"25,77",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,C,"26,25",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,STILO,"27,41",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Peugeot,807,"27,48",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Opel,VECTRA,"28,74",Jousitus ja iskunvaimennus,Taka-akselisto
Chrysler,PT CRUISER,"29,55",Etuakselisto,Ohjausnivelet ja -tangot
Nissan,PATHFINDER,"34,07",Etuakselisto,Taka-akselisto
Chrysler,300C,"34,50",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Renault,LAGUNA,"41,22",Etuakselisto,Ohjausnivelet ja -tangot
