Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Toyota,HIACE,"16,07","",""
Ford,FOCUS,"16,33",Ohjausnivelet ja -tangot,Käyttöjarru
Nissan,TERRANO II,"16,50","",""
Saab,9-5,"16,83",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Smart,FORFOUR,"16,95","",""
Volkswagen,PASSAT,"17,68",Etuakselisto,Käyttöjarru
Jeep,CHEROKEE,"17,92",Seisontajarrun dynamometritesti,Käyttöjarru
Honda,STREAM,"18,03","",""
Mitsubishi,GRANDIS,"18,31",Käyttöjarru,Ohjausnivelet ja -tangot
Volkswagen,TOUAREG,"18,39",Käyttöjarru,Etuakselisto
Mitsubishi,SPACE STAR,"18,52",Käyttöjarru,Seisontajarrun dynamometritesti
Mercedes-Benz,SLK,"18,75",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Audi,A6,"18,91",Käyttöjarru,Etuakselisto
Skoda,OCTAVIA,"18,92",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Skoda,SUPERB,"18,93",Etuakselisto,Käyttöjarru
Seat,TOLEDO,"18,94",Seisontajarrun dynamometritesti,Käyttöjarru
Mini,COOPER/ ONE,"19,05",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Seat,LEON,"19,23",Seisontajarrun dynamometritesti,Käyttöjarru
Hyundai,SANTA FE,"19,44",Käyttöjarru,Etuakselisto
BMW,X5,"19,61",Etuakselisto,Seisontajarrun dynamometritesti
Honda,ACCORD,"19,88",Etuakselisto,Käyttöjarru
Hyundai,ACCENT,"20,00","",""
GM Daewoo,TACUMA,"20,00","",""
Volvo,C70,"20,20",Etuakselisto,Jousitus ja iskunvaimennus
Nissan,X-TRAIL,"20,24",Ohjausnivelet ja -tangot,Käyttöjarru
Peugeot,206,"20,52",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,PUNTO,"20,53",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Nissan,MICRA,"20,57",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,C2,"20,78",Etuakselisto,Jousitus ja iskunvaimennus
Citroen,C3,"21,08",Etuakselisto,Jousitus ja iskunvaimennus
Mazda,3,"21,32",Etuakselisto,Jousitus ja iskunvaimennus
Volkswagen,POLO,"21,39",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Volvo,S40,"21,41",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Volvo,V50,"21,66",Jousitus ja iskunvaimennus,Etuakselisto
Peugeot,607,"21,67",Etuakselisto,Ohjausnivelet ja -tangot
Volvo,S80,"22,35",Ohjausnivelet ja -tangot,Etuakselisto
GM Daewoo,NUBIRA,"23,00",Seisontajarrun dynamometritesti,Käyttöjarru
Citroen,XSARA PICASSO,"23,01",Ohjausnivelet ja -tangot,Etuakselisto
Lada-Vaz,112,"23,13",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Citroen,XSARA,"23,25",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,BERLINGO,"23,32",Ohjausnivelet ja -tangot,Etuakselisto
BMW,5,"23,34",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Opel,ASTRA,"23,40",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Saab,9-3,"23,57",Taka-akselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,A,"23,99",Jousitus ja iskunvaimennus,Etuakselisto
Mazda,MPV,"24,37","",""
Ford,TOURNEO,"24,40",Seisontajarrun dynamometritesti,Käyttöjarru
Ford,KA,"24,81",Jousitus ja iskunvaimennus,Etuakselisto
Ford,FOCUS C-MAX,"24,94",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Renault,CLIO,"25,08",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Ford,MONDEO,"25,32",Käyttöjarru,Seisontajarrun dynamometritesti
Volvo,S60,"25,40",Ohjausnivelet ja -tangot,Etuakselisto
Opel,CORSA,"25,69",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Mercedes-Benz,CLK,"25,76",Etuakselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,B,"25,98","",""
Volvo,V40,"26,08",Käyttöjarru,Jousitus ja iskunvaimennus
Opel,MERIVA,"26,15",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Jaguar,X-TYPE,"26,36",Taka-akselisto,Seisontajarrun dynamometritesti
GM Daewoo,KALOS,"26,39",Etuakselisto,Käyttöjarrun dynamometritesti
Mitsubishi,LANCER,"26,80",Ohjausnivelet ja -tangot,Taka-akselisto
Skoda,FABIA,"26,85",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Nissan,PRIMERA,"27,09",Etuakselisto,Ohjausnivelet ja -tangot
Volkswagen,TOURAN,"27,14",Käyttöjarru,Jousitus ja iskunvaimennus
Volvo,XC90,"27,20",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Hyundai,MATRIX,"27,49",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
BMW,3,"27,50",Käyttöjarru,Etuakselisto
GM Daewoo,MATIZ,"27,56",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Hyundai,ELANTRA,"27,60",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Volkswagen,CADDY,"27,61",Käyttöjarru,Jousitus ja iskunvaimennus
Peugeot,307,"27,69",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,NEON,"27,71",Etuakselisto,Ohjausnivelet ja -tangot
Hyundai,TRAJET,"28,14",Käyttöjarru,Etuakselisto
Volvo,V70,"28,23",Ohjausnivelet ja -tangot,Etuakselisto
Renault,TWINGO,"28,35",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Volkswagen,TRANSPORTER,"28,40",Käyttöjarru,Ohjausnivelet ja -tangot
GM Daewoo,LACETTI,"28,50",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Mercedes-Benz,E,"28,96",Etuakselisto,Ohjausnivelet ja -tangot
Opel,ZAFIRA,"29,04",Etuakselisto,Seisontajarrun dynamometritesti
Peugeot,PARTNER,"29,15",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,M,"29,20",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,407,"29,24",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Chrysler,VOYAGER,"30,41",Seisontajarrun dynamometritesti,Käyttöjarru
Opel,SIGNUM,"31,03",Jousitus ja iskunvaimennus,Taka-akselisto
Seat,IBIZA,"31,10",Käyttöjarru,Jousitus ja iskunvaimennus
Alfa Romeo,147,"31,11",Etuakselisto,Käyttöjarru
Mitsubishi,OUTLANDER,"31,41",Ohjausnivelet ja -tangot,Taka-akselisto
GM Daewoo,EVANDA,"32,69",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Citroen,C5,"32,75",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,SEBRING,"33,16",Ohjausnivelet ja -tangot,Taka-akselisto
Seat,CORDOBA,"34,07",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Alfa Romeo,156,"35,36",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Renault,MEGANE,"36,41",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,C4,"36,64",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Chrysler,PT CRUISER,"36,84",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,STILO,"36,84",Jousitus ja iskunvaimennus,Etuakselisto
Opel,VECTRA,"36,88",Jousitus ja iskunvaimennus,Taka-akselisto
Mercedes-Benz,C,"37,62",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,406,"40,45",Taka-akselisto,Ohjausnivelet ja -tangot
Peugeot,807,"43,75",Seisontajarrun dynamometritesti,Sisäinen valvontajärjestelmä (OBD)
Renault,ESPACE,"47,55",Etuakselisto,Ohjausnivelet ja -tangot
Renault,LAGUNA,"47,75",Ohjausnivelet ja -tangot,Etuakselisto
