Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Chevrolet,CAPTIVA,"16,03",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Kia,MAGENTIS,"16,11","",""
Peugeot,207,"16,13",Etuakselisto,Jarruvalo
Nissan,NOTE,"16,35",Etuakselisto,Jousitus ja iskunvaimennus
Ford,MONDEO,"16,36",Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
Kia,SORENTO,"16,57",Seisontajarrun dynamometritesti,Etuakselisto
Citroen,C4,"16,98",Ohjausnivelet ja -tangot,Etuakselisto
Chevrolet,EPICA,"17,23",Seisontajarrun dynamometritesti,Käyttöjarru
Nissan,PRIMERA,"17,35",Ohjausnivelet ja -tangot,Etuakselisto
Volkswagen,TRANSPORTER,"17,35",Jousitus ja iskunvaimennus,Etuakselisto
Peugeot,307,"17,61",Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
Citroen,C5,"17,67",Ohjausnivelet ja -tangot,Etuakselisto
Fiat,STILO,"17,68",Ohjausnivelet ja -tangot,Etuakselisto
Mazda,CX-7,"18,05",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Volvo,XC90,"18,31",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Hyundai,SONATA,"19,07",Seisontajarrun dynamometritesti,Käyttöjarru
Kia,CARENS,"19,34",Seisontajarrun dynamometritesti,Etuakselisto
Renault,CLIO,"19,68",Etuakselisto,Ohjausnivelet ja -tangot
Fiat,ALBEA,"19,88",Etuakselisto,Ohjausnivelet ja -tangot
Alfa Romeo,159,"20,82",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Jaguar,X-TYPE,"21,05",Taka-akselisto,Dieselmoottorin pakokaasumittaus
Chrysler,VOYAGER,"22,25",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Dodge,AVENGER,"22,73",Ohjausnivelet ja -tangot,Käyttöjarru
Kia,CARNIVAL,"23,13",Taka-akselisto,Etuakselisto
Mercedes-Benz,E,"23,43",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,SEBRING,"25,31",Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
Renault,MEGANE,"30,74",Etuakselisto,Ohjausnivelet ja -tangot
Dodge,NITRO,"33,16",Seisontajarrun dynamometritesti,Etuakselisto
Jeep,PATRIOT,"37,61",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,300,"39,51",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Renault,LAGUNA,"40,15",Etuakselisto,Ohjausnivelet ja -tangot
Jeep,COMPASS,"43,68",Etuakselisto,Ohjausnivelet ja -tangot
