Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Kia,RIO,"14,52",Käyttöjarru,Etuakselisto
Volvo,C70,"14,65",Käyttöjarru,Ohjausnivelet ja -tangot
Volvo,S40,"14,66",Jousitus ja iskunvaimennus,Etuakselisto
Ford,FOCUS C-MAX,"14,73",Jousitus ja iskunvaimennus,Etuakselisto
Nissan,MICRA,"15,03",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,A,"15,37",Käyttöjarru,Jousitus ja iskunvaimennus
Skoda,OCTAVIA,"15,41",Käyttöjarru,Etuakselisto
Mercedes-Benz,SLK,"15,53","",""
Peugeot,207,"15,93",Käyttöjarru,Jarruvalo
Chevrolet,KALOS,"15,96",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Volkswagen,PASSAT,"16,04",Etuakselisto,Jousitus ja iskunvaimennus
Volvo,S80,"16,07",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Opel,CORSA,"16,12",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
BMW,X3,"16,49",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,CADDY,"16,54",Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
BMW,1,"16,71",Käyttöjarru,Taka-akselisto
Mazda,3,"16,85",Etuakselisto,Jousitus ja iskunvaimennus
Lada-Vaz,112,"16,97",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Opel,MERIVA,"17,06",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Skoda,SUPERB,"17,07",Etuakselisto,Käyttöjarru
Ford,GALAXY,"17,20","",""
Ford,S-MAX,"17,23",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Land Rover,DISCOVERY 3,"17,24","",""
Kia,MAGENTIS,"17,35",Käyttöjarru,Etuakselisto
Kia,PICANTO,"17,35",Käyttöjarrun dynamometritesti,Käyttöjarru
BMW,3,"17,52",Taka-akselisto,Käyttöjarru
Opel,ASTRA,"17,65",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Chevrolet,AVEO,"17,67",Etuakselisto,Käyttöjarru
Volvo,V50,"17,69",Jousitus ja iskunvaimennus,Etuakselisto
Fiat,PUNTO,"17,74",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Nissan,X-TRAIL,"17,82",Ohjausnivelet ja -tangot,Käyttöjarru
Volvo,S60,"17,87",Käyttöjarru,Ohjausnivelet ja -tangot
Citroen,C3,"17,90",Etuakselisto,Jarruvalo
Chevrolet,CAPTIVA,"18,18",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Mercedes-Benz,B,"18,34",Jousitus ja iskunvaimennus,Käyttöjarru
Nissan,PRIMERA,"18,51",Ohjausnivelet ja -tangot,Etuakselisto
Seat,ALTEA,"18,58",Käyttöjarru,Sisäinen valvontajärjestelmä (OBD)
Nissan,NOTE,"18,78",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,206,"19,09",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Volkswagen,TOURAN,"19,36",Etuakselisto,Käyttöjarru
Skoda,FABIA,"19,37",Etuakselisto,Seisontajarrun dynamometritesti
Hyundai,ELANTRA,"19,42",Sisäinen valvontajärjestelmä (OBD),Renkaat ja vanteet
Citroen,BERLINGO,"20,13",Ohjausnivelet ja -tangot,Etuakselisto
Ford,MAVERICK,"20,26",Käyttöjarru,Seisontajarrun dynamometritesti
Kia,SPORTAGE,"20,38",Käyttöjarru,Etuakselisto
Mitsubishi,OUTLANDER,"20,54",Taka-akselisto,Käyttöjarru
Opel,VECTRA,"20,62",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
BMW,5,"20,94",Ohjausnivelet ja -tangot,Käyttöjarru
Ford,FOCUS,"20,99",Jousitus ja iskunvaimennus,Etuakselisto
BMW,X5,"21,29","",""
Volvo,V70,"21,50",Käyttöjarru,Ohjausnivelet ja -tangot
Mitsubishi,GRANDIS,"21,60",Ohjausnivelet ja -tangot,Käyttöjarru
Skoda,ROOMSTER,"21,67",Seisontajarrun dynamometritesti,Käyttöjarru
Hyundai,SONATA,"22,14",Käyttöjarru,Käyttöjarrun dynamometritesti
Mercedes-Benz,M,"22,26",Käyttöjarru,Jousitus ja iskunvaimennus
Hyundai,TUCSON,"22,49",Käyttöjarru,Etuakselisto
Mercedes-Benz,CLS,"22,51",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Hyundai,MATRIX,"22,76",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Peugeot,307,"22,82",Ohjausnivelet ja -tangot,Käyttöjarru
Lada-Vaz,111,"22,83",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Mazda,5,"23,43",Etuakselisto,Jousitus ja iskunvaimennus
Saab,9-3,"23,53",Taka-akselisto,Jousitus ja iskunvaimennus
Peugeot,1007,"23,88",Etuakselisto,Ohjausnivelet ja -tangot
Kia,SORENTO,"23,96",Seisontajarrun dynamometritesti,Etuakselisto
Citroen,C5,"24,27",Etuakselisto,Ohjausnivelet ja -tangot
Opel,ZAFIRA,"24,29",Jousitus ja iskunvaimennus,Taka-akselisto
Chevrolet,EPICA,"24,49",Käyttöjarrun dynamometritesti,Seisontajarrun dynamometritesti
Citroen,C2,"24,55",Etuakselisto,Ohjausnivelet ja -tangot
Volkswagen,TRANSPORTER,"24,65",Käyttöjarru,Etuakselisto
Chevrolet,NUBIRA,"24,81",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Volvo,XC90,"24,96",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Peugeot,607,"25,00",Etuakselisto,Käyttöjarru
Peugeot,407,"25,26",Etuakselisto,Käyttöjarru
Citroen,C4,"25,56",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,SANTA FE,"25,86",Etuakselisto,Seisontajarrun dynamometritesti
Chrysler,PT CRUISER,"26,32",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,E,"26,41",Etuakselisto,Ohjausnivelet ja -tangot
Renault,CLIO,"26,61",Ohjausnivelet ja -tangot,Etuakselisto
Seat,CORDOBA,"26,83",Käyttöjarru,Seisontajarrun dynamometritesti
Peugeot,807,"26,92",Etuakselisto,Seisontajarrun dynamometritesti
Chrysler,VOYAGER,"27,09",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Seat,IBIZA,"28,11",Etuakselisto,Käyttöjarru
Renault,MEGANE,"28,76",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,SEBRING,"28,96",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,EVANDA,"29,11",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Nissan,PATHFINDER,"29,84",Etuakselisto,Taka-akselisto
Mercedes-Benz,C,"32,41",Etuakselisto,Jousitus ja iskunvaimennus
Fiat,STILO,"35,08",Etuakselisto,Jousitus ja iskunvaimennus
Alfa Romeo,159,"35,54",Etuakselisto,Jousitus ja iskunvaimennus
Hyundai,TRAJET,"35,58",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Renault,MODUS,"35,65",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Renault,LAGUNA,"36,59",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,300,"37,04",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Fiat,CROMA,"38,30",Taka-akselisto,Jousitus ja iskunvaimennus
