Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Kia,SORENTO,"21,92",Seisontajarrun dynamometritesti,Etuakselisto
Land Rover,RANGE ROVER,"22,02",Jousitus ja iskunvaimennus,Käyttöjarru
Saab,9-3,"22,24",Taka-akselisto,Jousitus ja iskunvaimennus
Mercedes-Benz,M,"22,49",Käyttöjarru,Jousitus ja iskunvaimennus
Seat,IBIZA,"22,68",Etuakselisto,Jousitus ja iskunvaimennus
Peugeot,307,"22,80",Ohjausnivelet ja -tangot,Käyttöjarru
Citroen,C4,"22,87",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,607,"22,95",Etuakselisto,Ohjausnivelet ja -tangot
Renault,CLIO,"22,95",Ohjausnivelet ja -tangot,Etuakselisto
Volkswagen,TRANSPORTER,"23,08",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Volvo,V70,"23,23",Käyttöjarru,Ohjausnivelet ja -tangot
Lada-Vaz,111,"23,24",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Mazda,5,"23,49",Jousitus ja iskunvaimennus,Etuakselisto
Volvo,XC90,"23,92",Seisontajarrun dynamometritesti,Jousitus ja iskunvaimennus
Mercedes-Benz,E,"24,45",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"24,80",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
Citroen,BERLINGO,"25,15",Ohjausnivelet ja -tangot,Renkaat ja vanteet
Renault,MEGANE,"26,29",Etuakselisto,Ohjausnivelet ja -tangot
Citroen,C2,"27,71",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Nissan,PATHFINDER,"30,00",Taka-akselisto,Etuakselisto
Chrysler,PT CRUISER,"30,26",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,C,"30,36",Etuakselisto,Ohjausnivelet ja -tangot
Hyundai,TRAJET,"31,43",Etuakselisto,Jousitus ja iskunvaimennus
Chrysler,SEBRING,"31,58",Ohjausnivelet ja -tangot,Sisäinen valvontajärjestelmä (OBD)
Fiat,STILO,"32,53",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Renault,MODUS,"33,04",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Alfa Romeo,159,"33,33",Jousitus ja iskunvaimennus,Etuakselisto
Fiat,CROMA,"34,62",Jousitus ja iskunvaimennus,Taka-akselisto
Renault,LAGUNA,"34,87",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,807,"37,04",Etuakselisto,Seisontajarrun dynamometritesti
Chrysler,300,"37,68",Seisontajarrun dynamometritesti,Etuakselisto
Dodge,CALIBER,"42,80",Taka-akselisto,Etuakselisto
