Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Volvo,V70,"3,50",Ohjausnivelet ja -tangot,Käyttöjarru
Opel,CORSA,"3,54","",""
Ford,FIESTA,"3,55",Ohjausnivelet ja -tangot,Dieselmoottorin pakokaasumittaus
Honda,CIVIC,"3,59",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Renault,LAGUNA,"3,68","",""
Kia,CEED,"3,77",Etuakselisto,Renkaat ja vanteet
Opel,INSIGNIA,"3,80",Käyttöjarru,Renkaat ja vanteet
Seat,ALTEA,"3,96","",""
Volvo,S60,"4,06","",""
Nissan,MICRA,"4,08","",""
Nissan,NOTE,"4,12","",""
Ford,MONDEO,"4,18",Renkaat ja vanteet,Ohjausnivelet ja -tangot
Mitsubishi,LANCER,"4,20","",""
Volkswagen,POLO,"4,29",Valmistajan kilpi,Rekisterimerkinnät
BMW,3,"4,34",Sisäinen valvontajärjestelmä (OBD),Bensiinimoottorin pakokaasumittaus
Ford,S-MAX,"4,35","",""
Ford,FOCUS,"4,71",Dieselmoottorin pakokaasumittaus,Jousitus ja iskunvaimennus
Mazda,2,"4,74","",""
Peugeot,206,"5,04","",""
Peugeot,308,"5,11",Dieselmoottorin pakokaasumittaus,Käyttöjarru
Volvo,S80,"5,12","",""
Opel,ZAFIRA,"5,17","",""
Seat,LEON,"5,21","",""
Citroen,BERLINGO,"5,26","",""
Fiat,PUNTO,"5,29","",""
Hyundai,I20,"5,30",Sisäinen valvontajärjestelmä (OBD),Jousitus ja iskunvaimennus
Ford,KA,"5,36",Sisäinen valvontajärjestelmä (OBD),Valmistenumero
Fiat,BRAVO,"5,39","",""
Renault,MEGANE,"5,45",Valmistenumero,Etuakselisto
Citroen,C4 PICASSO,"5,49","",""
BMW,5,"5,69",Ohjausnivelet ja -tangot,Renkaat ja vanteet
Hyundai,I 30,"5,73","",""
Toyota,RAV4,"5,81",Jousitus ja iskunvaimennus,Dieselmoottorin pakokaasumittaus
Skoda,ROOMSTER,"5,88","",""
Peugeot,407,"5,93","",""
Chevrolet,NUBIRA,"5,97","",""
Citroen,C3,"6,08",Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
Renault,CLIO,"6,34","",""
Subaru,FORESTER,"6,46",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Chevrolet,AVEO,"6,48",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Fiat,500,"6,54","",""
Mini,COOPER/ ONE,"6,82","",""
Peugeot,207,"6,97",Dieselmoottorin pakokaasumittaus,Sisäinen valvontajärjestelmä (OBD)
Citroen,C4,"8,25","",""
Volkswagen,CADDY,"8,28","",""
Mercedes-Benz,E,"8,31",Jousitus ja iskunvaimennus,Käyttöjarru
Mercedes-Benz,A,"9,61",Jousitus ja iskunvaimennus,Seisontajarrun dynamometritesti
Volkswagen,TOURAN,"10,02",Dieselmoottorin pakokaasumittaus,Bensiinimoottorin pakokaasumittaus
Mercedes-Benz,B,"10,08",Jousitus ja iskunvaimennus,Lähivalo
Mazda,5,"10,96",Jousitus ja iskunvaimennus,Renkaat ja vanteet
Citroen,C5,"12,15",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Hyundai,GETZ,"12,39","",""
Dodge,AVENGER,"12,50","",""
Volkswagen,TRANSPORTER,"12,78",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Hyundai,SONATA,"13,76",Käyttöjarru,Seisontajarrun dynamometritesti
Peugeot,3008,"14,29",Valmistajan kilpi,Etuakselisto
Dodge,JOURNEY,"19,61",Käyttöjarru,Ohjausnivelet ja -tangot
Chrysler,300,"28,85",Ohjausnivelet ja -tangot,Seisontajarrun dynamometritesti
