Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Citroen,XSARA,"30,53",Ohjausnivelet ja -tangot,Käyttöjarru
Volkswagen,PASSAT,"30,59",Etuakselisto,Käyttöjarru
Peugeot,206,"30,86",Etuakselisto,Käyttöjarru
BMW,3,"30,90",Käyttöjarru,Seisontajarrun dynamometritesti
Jaguar,X-TYPE,"31,37",Taka-akselisto,Seisontajarrun dynamometritesti
Skoda,FABIA,"31,44",Käyttöjarru,Etuakselisto
Renault,MEGANE,"31,72",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Volvo,V70,"32,16",Etuakselisto,Käyttöjarru
Mercedes-Benz,M,"32,27",Ohjausnivelet ja -tangot,Etuakselisto
Peugeot,307,"32,97",Etuakselisto,Ohjausnivelet ja -tangot
Opel,ZAFIRA,"33,03",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Citroen,XSARA PICASSO,"33,55",Sisäinen valvontajärjestelmä (OBD),Ohjausnivelet ja -tangot
Citroen,SAXO,"33,92",Käyttöjarrun dynamometritesti,Etuakselisto
Chrysler,NEON,"33,97",Etuakselisto,Ohjausnivelet ja -tangot
Mercedes-Benz,E,"34,07",Etuakselisto,Ohjausnivelet ja -tangot
Ford,MONDEO,"34,54",Seisontajarrun dynamometritesti,Käyttöjarru
Opel,VECTRA,"34,89",Jousitus ja iskunvaimennus,Taka-akselisto
Volvo,C70,"34,92",Käyttöjarru,Etuakselisto
Fiat,BRAVA,"35,00",Etuakselisto,Ohjausnivelet ja -tangot
Renault,TWINGO,"36,11",Ohjausnivelet ja -tangot,Käyttöjarru
Lada-Vaz,111,"36,19",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Chrysler,PT CRUISER,"36,19",Etuakselisto,Ohjausnivelet ja -tangot
Alfa Romeo,147,"36,80",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,BERLINGO,"36,87",Etuakselisto,Ohjausnivelet ja -tangot
Chevrolet,TRANS SPORT,"38,07",Alustan kotelot ja pohjalevy,Sisäinen valvontajärjestelmä (OBD)
Fiat,STILO,"38,92",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Mercedes-Benz,B,"39,43","",""
Hyundai,ELANTRA,"40,37",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Citroen,C5,"40,43",Sisäinen valvontajärjestelmä (OBD),Etuakselisto
Alfa Romeo,156,"40,78",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,406,"42,30",Taka-akselisto,Sisäinen valvontajärjestelmä (OBD)
Fiat,MAREA WEEKEND,"47,90","",""
Volkswagen,TRANSPORTER,"48,48",Etuakselisto,Jousitus ja iskunvaimennus
