Merkki,Malli,Hylkäys %,Yleisin hylkäyssyy,Toiseksi yleisin hylkäyssyy
Citroen,C2,"22,86",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Opel,ZAFIRA,"23,27",Ohjausnivelet ja -tangot,Etuakselisto
Mitsubishi,LANCER,"23,34",Ohjausnivelet ja -tangot,Taka-akselisto
Peugeot,PARTNER,"23,39",Ohjausnivelet ja -tangot,Etuakselisto
GM Daewoo,KALOS,"23,50",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,607,"23,50",Etuakselisto,Ohjausnivelet ja -tangot
Seat,IBIZA,"23,60",Etuakselisto,Käyttöjarru
Citroen,BERLINGO,"23,88",Etuakselisto,Ohjausnivelet ja -tangot
Opel,CORSA,"23,88",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
GM Daewoo,MATIZ,"24,46",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Citroen,XSARA PICASSO,"24,62",Ohjausnivelet ja -tangot,Etuakselisto
BMW,3,"24,90",Etuakselisto,Käyttöjarru
Volvo,V70,"24,91",Ohjausnivelet ja -tangot,Etuakselisto
Jaguar,X-TYPE,"25,00",Taka-akselisto,Seisontajarrun dynamometritesti
Volkswagen,TRANSPORTER,"25,00",Jousitus ja iskunvaimennus,Ohjausnivelet ja -tangot
Chrysler,VOYAGER,"26,24",Seisontajarrun dynamometritesti,Ohjausnivelet ja -tangot
Skoda,FABIA,"26,61",Sisäinen valvontajärjestelmä (OBD),Käyttöjarru
Mercedes-Benz,CLK,"26,75",Ohjausnivelet ja -tangot,Etuakselisto
Hyundai,ELANTRA,"26,78",Sisäinen valvontajärjestelmä (OBD),Seisontajarrun dynamometritesti
Nissan,PRIMERA,"27,24",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,E,"27,26",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,407,"27,49",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Lada-Vaz,112,"28,18",Sisäinen valvontajärjestelmä (OBD),Käyttöjarrun dynamometritesti
Hyundai,MATRIX,"28,24",Jousitus ja iskunvaimennus,Sisäinen valvontajärjestelmä (OBD)
Peugeot,307,"28,46",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,NEON,"28,66",Etuakselisto,Ohjausnivelet ja -tangot
Chrysler,SEBRING,"28,93",Ohjausnivelet ja -tangot,Taka-akselisto
Renault,CLIO,"29,21",Ohjausnivelet ja -tangot,Jousitus ja iskunvaimennus
Citroen,C5,"29,71",Etuakselisto,Ohjausnivelet ja -tangot
Alfa Romeo,147,"30,00",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Hyundai,TRAJET,"30,00",Jousitus ja iskunvaimennus,Käyttöjarru
Chrysler,PT CRUISER,"30,72",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,B,"30,91","",""
Seat,CORDOBA,"31,47",Käyttöjarru,Etuakselisto
GM Daewoo,EVANDA,"31,48",Sisäinen valvontajärjestelmä (OBD),Taka-akselisto
Alfa Romeo,156,"32,02",Etuakselisto,Sisäinen valvontajärjestelmä (OBD)
Peugeot,406,"32,50",Taka-akselisto,Jousitus ja iskunvaimennus
Opel,VECTRA,"32,72",Jousitus ja iskunvaimennus,Taka-akselisto
Fiat,STILO,"33,04",Jousitus ja iskunvaimennus,Käyttöjarru
Citroen,C4,"33,59",Ohjausnivelet ja -tangot,Etuakselisto
Mercedes-Benz,C,"35,06",Etuakselisto,Ohjausnivelet ja -tangot
Peugeot,807,"35,56",Etuakselisto,Seisontajarrun dynamometritesti
Renault,ESPACE,"36,36",Ohjausnivelet ja -tangot,Etuakselisto
Renault,MEGANE,"36,71",Etuakselisto,Ohjausnivelet ja -tangot
Opel,SIGNUM,"38,06",Jousitus ja iskunvaimennus,Taka-akselisto
Mercedes-Benz,M,"39,04",Ohjausnivelet ja -tangot,Etuakselisto
Chrysler,300,"41,59",Ohjausnivelet ja -tangot,Etuakselisto
